id	locality	countryCode	establishmentMeans	threatStatus	appendixCITES	occurrenceRemarks
urn:lsid:catalogueoflife.org:taxon:4f1a1420-5e17-11e7-8cee-bc764e092680:col20170724	Amazonas | Vaupés | Guaviare | Caquetá	CO	Endémica	VU		Distribución en regiones naturales de Colombia y zonas de interés: Amazonía
urn:lsid:catalogueoflife.org:taxon:4f1a15ef-5e17-11e7-8cee-bc764e092680:col20170724	Amazonas | Caquetá | Meta | Vaupés | Vichada | Guaviare | Casanare | Guainía	CO		VU		Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Orinoquía
urn:lsid:organismnames.com:name:5645396	Amazonas | Arauca | Casanare | Guainía | Meta | Guaviare | Putumayo | Vaupés | Antioquia | Caldas | Cesar | Chocó | Sucre | Valle del Cauca | Vichada	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Orinoquía
urn:lsid:organismnames.com:name:5645398	Antioquia | Cesar | Caldas | Chocó | Valle del Cauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina | Caribe | Pacífica
urn:lsid:catalogueoflife.org:taxon:3b8830c5-5e17-11e7-8cee-bc764e092680:col20170724	Caquetá | Casanare | Meta | Amazonas | Vichada | Guainía	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Orinoquía
urn:lsid:catalogueoflife.org:taxon:4f121148-5e17-11e7-8cee-bc764e092680:col20170724	Cauca | Chocó | Nariño | Valle del Cauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Pacífica
urn:lsid:catalogueoflife.org:taxon:3b882c67-5e17-11e7-8cee-bc764e092680:col20170724	Cauca | Amazonas | Caquetá | Guainía | Guaviare | Meta | Putumayo | Vaupés | Vichada | Antioquia | Arauca | Caldas | Caquetá | Casanare | Chocó | Córdoba | Magdalena | Sucre | Tolima | Valle del Cauca	CO				
urn:lsid:catalogueoflife.org:taxon:4f1a1783-5e17-11e7-8cee-bc764e092680:col20170724	Magdalena | Valle del Cauca | Amazonas | Putumayo | Vaupés | Antioquia | Arauca | Casanare | Chocó | Córdoba | Guainía | Guaviare	CO				
urn:lsid:catalogueoflife.org:taxon:4f1a9e98-5e17-11e7-8cee-bc764e092680:col20170724	Caldas | Cauca | Quindío | Risaralda | Santander | Amazonas | Caquetá | Cauca | Guainía | Guaviare | Meta | Putumayo | Vaupés | Vichada | Antioquia | Arauca | Casanare | Chocó | Nariño | Norte de Santander | Tolima | Valle del Cauca	CO				
gbif.org/species/2433287	Antioquia | Caldas | Caquetá | Cauca | Chocó | Córdoba | Magdalena | Meta | Valle del Cauca | Guaviare | Arauca | Casanare | Guainía	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Andina | Caribe | Pacífica
urn:lsid:catalogueoflife.org:taxon:4f1a1f9d-5e17-11e7-8cee-bc764e092680:col20170724	Caldas | Cauca | Cundinamarca | Quindío | Risaralda | Amazonas | Caquetá | Guaviare | Meta | Putumayo | Vaupés | Antioquia | Arauca | Atlántico | Casanare | Cesar | Chocó | Córdoba | Guainía | Huila | Magdalena | Nariño | Norte de Santander | Tolima | Valle del Cauca | Vichada	CO				
urn:lsid:catalogueoflife.org:taxon:3b882652-5e17-11e7-8cee-bc764e092680:col20170724	Cundinamarca | Magdalena | Amazonas | Caquetá | Guaviare | Arauca | Casanare | Chocó | Córdoba | Guainía | Norte de Santander | Tolima	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina | Caribe
urn:lsid:catalogueoflife.org:taxon:4f1a211f-5e17-11e7-8cee-bc764e092680:col20170724	Quindío | Amazonas | Caquetá | Cauca | Meta | Putumayo | Vichada | Antioquia | Arauca | Casanare | Chocó | Córdoba | Guainía | Guaviare | Magdalena | Valle del Cauca	CO				
gbif.org/species/2433285	Antioquia | Chocó | Magdalena | Norte de Santander | Santander | Vichada | Arauca | Casanare | Guainía | Guaviare | Meta	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina | Caribe | Orinoquia | Pacífica
urn:lsid:catalogueoflife.org:taxon:4f1a28a7-5e17-11e7-8cee-bc764e092680:col20170724	Caquetá | Antioquia | Casanare | Guainía | Guaviare	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía
urn:lsid:catalogueoflife.org:taxon:3b88238a-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Chocó	CO				Distribución en regiones naturales de Colombia y zonas de interés: Pacífica
urn:lsid:catalogueoflife.org:taxon:4f1a2bb3-5e17-11e7-8cee-bc764e092680:col20170724	Amazonas | Caquetá | Chocó | Guainía | Meta | Guaviare | Putumayo | Vaupés | Vichada	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Orinoquía | Pacífica
urn:lsid:catalogueoflife.org:taxon:4f1a2d4f-5e17-11e7-8cee-bc764e092680:col20170724	Arauca | Caldas | Cauca | Cundinamarca | Nariño | Quindío | Risaralda | Santander | Amazonas | Caquetá | Guaviare | Meta | Putumayo | Antioquia | Atlántico | Casanare | Chocó | Córdoba | Guainía | Huila | La Guajira | Magdalena | Norte de Santander | Sucre | Tolima | Valle del Cauca	CO				
urn:lsid:catalogueoflife.org:taxon:4f1a2ed8-5e17-11e7-8cee-bc764e092680:col20170724	Amazonas | Caquetá | Cauca | Guainía | Meta | Putumayo | Vaupés | Valle del Cauca | Guaviare | Antioquia | Arauca | Casanare | Chocó | Huila | Vichada	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Andina | Pacífica
urn:lsid:catalogueoflife.org:taxon:4f1a3066-5e17-11e7-8cee-bc764e092680:col20170724	Arauca | Caldas | Cauca | Cundinamarca | Nariño | Quindío | Santander | Amazonas | Caquetá | Guaviare | Guainía | Meta | Putumayo | Vaupés | Vichada | Antioquia | Atlántico | Bolívar | Casanare | Chocó | Córdoba | Magdalena | Norte de Santander | Sucre | Tolima | Valle del Cauca	CO				
urn:lsid:catalogueoflife.org:taxon:4f1a31ef-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Caquetá | Cauca | Chocó | Valle del Cauca | Vaupés | Amazonas | Guaviare | Vaupés | Casanare | Guainía | Vichada	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Pacífica
gbif.org/species/5787387	Antioquia | Boyacá | Cundinamarca | Magdalena | Meta | Norte de Santander | Quindío | Risaralda | Santander | Valle del Cauca | Putumayo | Caldas | Tolima	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina | Sierra Nevada de Santa Marta
gbif.org/species/8883987	Antioquia | Boyacá | Cundinamarca | Meta | Risaralda | Vichada | Amazonas | Boyacá | Putumayo	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina | Orinoquía
urn:lsid:catalogueoflife.org:taxon:4f1ac654-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Arauca | Boyacá | Caldas | Caquetá | Córdoba | Meta | Putumayo | Vaupés | Amazonas | Guaviare | Casanare | Chocó | Guainía | Norte de Santander	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Andina | Caribe | Orinoquía
urn:lsid:catalogueoflife.org:taxon:4f1ac7da-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Cauca | Chocó | Nariño | Risaralda | Valle del Cauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Pacífica
urn:lsid:catalogueoflife.org:taxon:4f1ac95d-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Boyacá | Caldas | Caquetá | Cauca | Cesar | Chocó | Cundinamarca | Huila | La Guajira | Magdalena | Meta | Nariño | Quindío | Risaralda | Santander | Tolima | Valle del Cauca | Amazonas | Putumayo | Casanare | Norte de Santander	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina | Caribe | Pacífica | Sierra Nevada de Santa Marta | Serranía de Perijá
urn:lsid:catalogueoflife.org:taxon:4f1acaeb-5e17-11e7-8cee-bc764e092680:col20170724	Caldas | Cauca | Chocó | Magdalena | Quindío | Valle del Cauca | Amazonas | Caquetá | Guainía | Guaviare | Meta | Putumayo | Vaupés | Vichada | Antioquia | Arauca | Casanare | Córdoba | Cundinamarca | La Guajira | Nariño | Norte de Santander | Santander | Tolima	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Occidental | Oriental | Pacífica | Sierra Nevada de Santa Marta | Valle Medio del Magdalena
gbif.org/species/7355454	Amazonas | Caquetá | Vaupés	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía
urn:lsid:catalogueoflife.org:taxon:4f1acc77-5e17-11e7-8cee-bc764e092680:col20170724	Amazonas | Boyacá | Caquetá | Cauca | Meta | Putumayo | Guaviare | Antioquia | Chocó | Guainía | Huila | Tolima	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Serranía de La Macarena | Cordillera Oriental: Valles Interandinos
gbif.org/species/5787383	Cauca | Huila | Risaralda | Putumayo | Chocó | Cundinamarca | Nariño	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Oriental
gbif.org/species/5787386	Boyacá | Caquetá | Cauca | Cesar | Cundinamarca | Huila | Magdalena | Meta | Nariño | Norte de Santander | Putumayo | Quindío | Risaralda | Santander | Valle del Cauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina | Caribe | Sierra Nevada de Santa Marta | PNN Tamá
gbif.org/species/8742134	Chocó | Nariño | Valle del Cauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Pacífica: pie de monte
urn:lsid:catalogueoflife.org:taxon:4f1ad122-5e17-11e7-8cee-bc764e092680:col20170724	Boyacá | Cauca | Cesar | Chocó | Cundinamarca | Huila | La Guajira | Magdalena | Meta | Risaralda | Santander | Tolima | Valle del Cauca | Putumayo | Caquetá | Antioquia | Norte de Santander	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina | Caribe | Pacífica | Sierra Nevada de Santa Marta
urn:lsid:catalogueoflife.org:taxon:4f1ad2b7-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Boyacá | Cauca | Cesar | Magdalena | Nariño | Quindío | Valle del Cauca | Amazonas | Caquetá | Casanare | Chocó | Cundinamarca | Huila | Meta | Norte de Santander | Tolima	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Occidental | Oriental | Sierra Nevada de Santa Marta
urn:lsid:catalogueoflife.org:taxon:4f1a732d-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Cauca | Chocó | Nariño | Valle del Cauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Pacífica
urn:lsid:catalogueoflife.org:taxon:4f1a74d3-5e17-11e7-8cee-bc764e092680:col20170724	Amazonas | Caquetá | Cauca | Guainía | Meta | Putumayo | Vaupés | Arauca | Casanare | Vichada	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Orinoquía
urn:lsid:catalogueoflife.org:taxon:4f1a771d-5e17-11e7-8cee-bc764e092680:col20170724	Amazonas | Caquetá | Cauca | Cundinamarca | Guainía | Meta | Putumayo | Vaupés | Vichada | Arauca | Casanare	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Andina: pie de monte oriental Cordillera Oriental | Orinoquía
urn:lsid:catalogueoflife.org:taxon:4f1aa31c-5e17-11e7-8cee-bc764e092680:col20170724	Amazonas | Caquetá | Cundinamarca | Guainía | Magdalena | Meta | Norte de Santander | Vichada | Guaviare | Vaupés | Arauca | Casanare | Tolima	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Andina | Orinoquía
urn:lsid:catalogueoflife.org:taxon:4f1aa4a8-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Caldas | Cauca | Huila | Risaralda | Valle del Cauca | Caquetá | Chocó | Tolima	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Occidental | Central
urn:lsid:catalogueoflife.org:taxon:47813f1a-5e17-11e7-8cee-bc764e092680:col20170927	Chocó | Valle del Cauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Pacífico
urn:lsid:catalogueoflife.org:taxon:4f1aa62c-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Boyacá | Cauca | Caldas | Cundinamarca | Huila | Nariño | Quindío | Risaralda | Tolima | Valle del Cauca | Caquetá | Meta | Putumayo | Casanare | Chocó	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina
urn:lsid:catalogueoflife.org:taxon:4f1aa7af-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Cauca | Cundinamarca | Nariño | Quindío | Risaralda | Tolima | Boyacá | Caldas | Caquetá | Casanare | Putumayo | Valle del Cauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina
urn:lsid:catalogueoflife.org:taxon:4f1aa938-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Boyacá | Caldas | Cauca | Cesar | Cundinamarca | Huila | Magdalena | Nariño | Quindío | Risaralda | Santander | Tolima | Valle del Cauca | Caquetá | Putumayo | Casanare | Chocó | Guainía | Norte de Santander | Sucre	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina | Caribe
gbif.org/species/10787745	Caldas | Caquetá | Tolima | Amazonas | Cauca | Guainía | Guaviare | Meta | Nariño | Putumayo | Vaupés | Vichada	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Andina | Orinoquía
urn:lsid:catalogueoflife.org:taxon:4f11df75-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Cauca | Chocó | Nariño | Valle del Cauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Pacífica
urn:lsid:catalogueoflife.org:taxon:4f1aac44-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Boyacá | Caldas | Caquetá | Cauca | Cundinamarca | Huila | La Guajira | Meta | Nariño | Putumayo | Quindío | Risaralda | Santander | Tolima | Valle del Cauca | Amazonas | Casanare | Chocó | Guainía | Magdalena | Norte de Santander	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Andina | Caribe
urn:lsid:catalogueoflife.org:taxon:4f1aadcd-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Cauca | Chocó | Nariño | Valle del Cauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Pacífica
urn:lsid:catalogueoflife.org:taxon:4f1aaf7f-5e17-11e7-8cee-bc764e092680:col20170724	Amazonas | Cauca | Guainía | Guaviare | Meta | Putumayo | Caquetá | Vaupés	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía
urn:lsid:catalogueoflife.org:taxon:3b880449-5e17-11e7-8cee-bc764e092680:col20170724	Risaralda | Antioquia	CO	Endémica			Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Occidental
urn:lsid:catalogueoflife.org:taxon:4781421c-5e17-11e7-8cee-bc764e092680:col20170724	Quindío | Risaralda | Amazonas | Antioquia | Atlántico | Caldas | Caquetá | Casanare | Cauca | Córdoba | Cundinamarca | Guainía | Magdalena | Meta | Nariño | Norte de Santander | Putumayo | Santander | Sucre | Valle del Cauca | Vaupés	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Andina | Caribe | Orinoquía | Pacífica
urn:lsid:catalogueoflife.org:taxon:4f1ab5cb-5e17-11e7-8cee-bc764e092680:col20170724	Amazonas | Antioquia | Boyacá | Caquetá | Guainía | Huila | Meta | Nariño | Putumayo | Tolima | Vichada | Guaviare | Vaupés | Casanare | Norte de Santander	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Andina | Orinoquía
gbif.org/species/10839445	Cauca | Cesar | La Guajira | Antioquia | Caldas | Tolima | Valle del Cauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Caribe ! Pacífica
gbif.org/species/10854704	Amazonas | Caquetá | Casanare | Huila | Meta | Putumayo | Vaupés | Guaviare | Arauca | Guainía	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía
urn:lsid:catalogueoflife.org:taxon:4f1a3d4e-5e17-11e7-8cee-bc764e092680:col20170724	Cauca | Amazonas | Caquetá | Guainía | Guaviare | Meta | Putumayo | Vaupés | Vichada | Antioquia | Arauca | Atlántico | Casanare | Chocó | Córdoba | Tolima | Valle del Cauca	CO				
urn:lsid:catalogueoflife.org:taxon:3b881da3-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Norte de Santander | Tolima | Valle del Cauca | Caquetá | Guaviare | Vaupés | Vichada | Arauca | Caldas | Casanare | Chocó | Guainía	CO				Distribución en regiones naturales de Colombia y zonas de interés: Valles Interandinos
urn:lsid:catalogueoflife.org:taxon:47803b7d-5e17-11e7-8cee-bc764e092680:col20170724	Arauca | Cundinamarca | Meta	CO				Distribución en regiones naturales de Colombia y zonas de interés: Orinoquía
urn:lsid:catalogueoflife.org:taxon:4f1ab744-5e17-11e7-8cee-bc764e092680:col20170724	Arauca | Amazonas | Caquetá | Guaviare | Meta | Putumayo | Vaupés | Vichada | Antioquia | Caldas | Casanare | Cundinamarca | Guainía | La Guajira | Magdalena | Nariño | Norte de Santander | Quindío | Santander | Sucre | Valle del Cauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Occidente Colombia
urn:lsid:catalogueoflife.org:taxon:30517ad9-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Boyacá | Caldas | Cesar | Chocó | Córdoba | Huila | La Guajira | Magdalena | Quindío | Risaralda | Santander | Sucre | Tolima | Valle del Cauca | Atlántico	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina | Orinoquía
urn:lsid:catalogueoflife.org:taxon:4f1ab92b-5e17-11e7-8cee-bc764e092680:col20170724	Amazonas | Antioquia | Arauca | Boyacá | Caquetá | Casanare | Chocó | Córdoba | Cundinamarca | Huila | Magdalena | Meta | Tolima | Vaupés | Vichada | Guaviare | Putumayo | Guainía | La Guajira	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Andina | Orinoquía | Pacífica
urn:lsid:catalogueoflife.org:taxon:4f1abeb6-5e17-11e7-8cee-bc764e092680:col20170724	Huila | Norte de Santander | Caquetá | Chocó	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina
gbif.org/species/9096638	Cauca | Huila | Nariño	CO	Endémica			Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Oriental
urn:lsid:catalogueoflife.org:taxon:3b87e779-5e17-11e7-8cee-bc764e092680:col20170724	Caldas | Cauca | Quindío | Risaralda | Amazonas | Caquetá | Guaviare | Meta | Putumayo | Antioquia | Arauca | Casanare | Chocó | Córdoba | Guainía | Magdalena | Nariño | Norte de Santander | Sucre | Tolima | Valle del Cauca | Vaupés | Vichada	CO				
catalogueoflife.org/data/taxon/874L5	Casanare | Norte de Santander	CO	Endémica			Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Oriental
urn:lsid:catalogueoflife.org:taxon:47802dfc-5e17-11e7-8cee-bc764e092680:col20170724	Boyacá | Caquetá | Cauca | Meta | Vaupés | Putumayo | Vichada | Arauca | Casanare | Guainía	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía
urn:lsid:catalogueoflife.org:taxon:47802c6f-5e17-11e7-8cee-bc764e092680:col20170724	Amazonas | Vaupés | Antioquia | Caquetá | Casanare	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía
urn:lsid:catalogueoflife.org:taxon:47802af2-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Cauca | Chocó | Córdoba | Valle del Cauca | Amazonas | Nariño | Vichada	CO				Distribución en regiones naturales de Colombia y zonas de interés: Pacífica
urn:lsid:catalogueoflife.org:taxon:4f1ac347-5e17-11e7-8cee-bc764e092680:col20170724	Meta | Putumayo | Vaupés | Amazonas | Antioquia | Cauca | Chocó | Cundinamarca | Guainía | Risaralda | Valle del Cauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Orinoquía
urn:lsid:catalogueoflife.org:taxon:600a5aa8-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Cauca | Chocó | Risaralda | Valle del Cauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Occidental | Pacífica
urn:lsid:catalogueoflife.org:taxon:4f1a3ecb-5e17-11e7-8cee-bc764e092680:col20170724	Amazonas | Antioquia | Caldas | Casanare | Caquetá | Cauca | Cesar | Cundinamarca | Huila | La Guajira | Meta | Nariño | Sucre | Tolima | Vichada | Arauca | Chocó | Guainía	CO				
gbif.org/species/10803613	Antioquia | Chocó | Valle del Cauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Pacífica
urn:lsid:catalogueoflife.org:taxon:4f123caf-5e17-11e7-8cee-bc764e092680:col20170824	Casanare	CO				
urn:lsid:catalogueoflife.org:taxon:4f1ae9bf-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Boyacá | Cauca | Córdoba | Magdalena | Nariño | Putumayo | Casanare | Chocó	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina: pie de monte | Caribe | Pacífica
gbif.org/species/4265195	Amazonas	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Orinoquía
urn:lsid:catalogueoflife.org:taxon:4f1aeb72-5e17-11e7-8cee-bc764e092680:col20170824	Caldas | Cauca | Huila | Magdalena | Quindío | Santander | Amazonas | Guaviare | Putumayo | Antioquia | Arauca | Caquetá | Casanare | Chocó | Guainía | Nariño | Valle del Cauca | Vichada	CO				
urn:lsid:catalogueoflife.org:taxon:32c05457-5e17-11e7-8cee-bc764e092680:col20170824	Caldas | Cauca | Huila | Magdalena | Quindío | Risaralda | Tolima | Nariño | Valle del Cauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Central | Occidental | Sierra Nevada de Santa Marta
urn:lsid:catalogueoflife.org:taxon:4f1b34ac-5e17-11e7-8cee-bc764e092680:col20170824	Amazonas | Antioquia | Boyacá | Caquetá | Cauca | Córdoba | Cundinamarca | La Guajira | Meta | Quindío | Santander | Tolima | Valle del Cauca | Vichada | Guaviare | Putumayo | Arauca | Caldas | Casanare | Guainía | Magdalena | Nariño	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Andina: Valles Interandinos | Caribe | Orinoquía | Pacífica
urn:lsid:catalogueoflife.org:taxon:32c04aa8-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Caldas | Caquetá | Cauca | Cundinamarca | Quindío | Risaralda | Santander | Valle del Cauca | Guaviare | Chocó | Norte de Santander	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Oriental | Valles Interandinos
urn:lsid:catalogueoflife.org:taxon:4f1b41be-5e17-11e7-8cee-bc764e092680:col20170824	Arauca | Meta | Quindío | Caquetá | Guaviare | Putumayo | Vaupés | Casanare | Chocó | Guainía | Valle del Cauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Orinoquía
catalogueoflife.org/data/taxon/BNDHM	Antioquia | Boyacá | Cesar | Caldas | Cauca | Cundinamarca | Santander | Tolima | Valle del Cauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina
urn:lsid:organismnames.com:name:5588386	Caldas | Quindío | Risaralda | Tolima | Valle del Cauca	CO				
gbif.org/species/9079905	Boyacá | Cundinamarca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina
urn:lsid:catalogueoflife.org:taxon:2caa4c44-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Boyacá | Cauca | Caldas | Cundinamarca | Risaralda	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina
urn:lsid:catalogueoflife.org:taxon:25bc13e3-5e17-11e7-8cee-bc764e092680:col20170824	Caquetá | Cauca | Cesar | Cundinamarca | Meta | Norte de Santander | Quindío | Risaralda | Santander	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina: pie de monte
urn:lsid:catalogueoflife.org:taxon:4a036891-5e17-11e7-8cee-bc764e092680:col20170824	Boyacá | Cauca | Cundinamarca | Magdalena | Valle del Cauca	CO				
urn:lsid:catalogueoflife.org:taxon:4a036a1e-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Arauca | Atlántico | Caquetá | Magdalena | Meta | Santander | Sucre | Valle del Cauca | Vichada | Amazonas | Casanare | Chocó | Córdoba	CO				
urn:lsid:catalogueoflife.org:taxon:4f1b8646-5e17-11e7-8cee-bc764e092680:col20170824	Cauca | Chocó | Meta | Risaralda | Santander | Sucre | Tolima | Valle del Cauca | Amazonas | Caquetá | Putumayo | Vaupés | Antioquia | Arauca | Caldas | Casanare | Cundinamarca | Guainía | Magdalena | Nariño | Norte de Santander | Vichada	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina | Caribe | Pacífica
gbif.org/es/species/11163613	Risaralda | Valle del Cauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina
urn:lsid:catalogueoflife.org:taxon:4f11d44a-5e17-11e7-8cee-bc764e092680:col20170824	Nariño | Arauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Pacífica
urn:lsid:catalogueoflife.org:taxon:4f1bafb7-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Boyacá | Caldas | Cauca | Cundinamarca | Huila | Nariño | Quindío | Santander | Risaralda | Valle del Cauca | Caquetá | Guaviare | Casanare | Tolima | Vaupés	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina
gbif.org/species/8731906	La Guajira	CO				Distribución en regiones naturales de Colombia y zonas de interés: Caribe NE
urn:lsid:organismnames.com:name:5133798	Arauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Orinoquía
urn:lsid:catalogueoflife.org:taxon:4f1bc77a-5e17-11e7-8cee-bc764e092680:col20170824	Cauca | Quindío | Amazonas | Antioquia | Arauca | Atlántico | Caldas | Caquetá | Casanare | Chocó | Córdoba | Cundinamarca | Guainía | Guaviare | Huila | Magdalena | Meta | Nariño | Norte de Santander | Putumayo | Quindío | Santander | Tolima | Valle del Cauca | Vaupés | Vichada	CO				
urn:lsid:catalogueoflife.org:taxon:4f1bca98-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Caldas | Cauca | Huila | Nariño | Quindío | Risaralda | Santander | Valle del Cauca | Chocó | Guainía	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina
gbif.org/es/species/11120304	Cesar | Huila | Magdalena | Santander	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina | Caribe
urn:lsid:catalogueoflife.org:taxon:4f1bd6d2-5e17-11e7-8cee-bc764e092680:col20170824	Caldas | Cauca | Quindío | Risaralda | Amazonas | Caquetá | Guaviare | Meta | Putumayo | Vaupés | Vichada | Antioquia | Arauca | Bolívar | Casanare | Chocó | Guainía | Tolima | Valle del Cauca	CO				
urn:lsid:catalogueoflife.org:taxon:4f1be575-5e17-11e7-8cee-bc764e092680:col20170824	Amazonas | Caquetá | Meta | Putumayo	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía
urn:lsid:catalogueoflife.org:taxon:2cc91309-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Atlántico | Caldas | Cauca | Caquetá | Cesar | Córdoba | Chocó | Huila | Magdalena | Meta | San Andrés y Providencia | Santander | Tolima | Valle del Cauca | Vichada | Guaviare | Arauca | Casanare | Cundinamarca | Guainía | Nariño	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina | Caribe | Orinoquia | Pacífica
urn:lsid:catalogueoflife.org:taxon:4f1c6d11-5e17-11e7-8cee-bc764e092680:col20170824	Cesar | La Guajira | Norte de Santander | Antioquia | Casanare	CO				Distribución en regiones naturales de Colombia y zonas de interés: Caribe
