id	locality	countryCode	establishmentMeans	threatStatus	appendixCITES	occurrenceRemarks
urn:lsid:catalogueoflife.org:taxon:4f1cd361-5e17-11e7-8cee-bc764e092680:col20170824	Amazonas | Caldas | Cauca | Magdalena | Nariño | Caquetá | Guaviare | Antioquia | Arauca | Casanare | Chocó | Guainía | Tolima	CO				
urn:lsid:catalogueoflife.org:taxon:4f1cd68d-5e17-11e7-8cee-bc764e092680:col20170824	Amazonas	CO				Distribución en regiones naturales de Colombia y zonas de interés: Valle Medio del Magdalena
urn:lsid:catalogueoflife.org:taxon:2ab41f84-5e17-11e7-8cee-bc764e092680:col20170824	Caquetá | Putumayo | Guaviare	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía SE
urn:lsid:catalogueoflife.org:taxon:4a033288-5e17-11e7-8cee-bc764e092680:col20170824	Arauca | Magdalena | Tolima | Valle del Cauca | Meta | Antioquia | Atlántico | Caquetá | Casanare | Chocó | Córdoba | Cundinamarca | Guainía	CO				
urn:lsid:catalogueoflife.org:taxon:4f12744e-5e17-11e7-8cee-bc764e092680:col20170824	La Guajira	CO				Distribución en regiones naturales de Colombia y zonas de interés: Caribe NE
urn:lsid:catalogueoflife.org:taxon:4a02be10-5e17-11e7-8cee-bc764e092680:col20170824	Amazonas | Casanare | Chocó | Guainía | Magdalena	CO				
urn:lsid:catalogueoflife.org:taxon:3b8777b5-5e17-11e7-8cee-bc764e092680:col20170824	Meta | Amazonas	CO				Distribución en regiones naturales de Colombia y zonas de interés: Orinoquía
gbif.org/species/2432995	Caldas | Arauca | Caquetá | Casanare | Guainía	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina
urn:lsid:catalogueoflife.org:taxon:4f1ce1a8-5e17-11e7-8cee-bc764e092680:col20170824	Putumayo | Guainía	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía
urn:lsid:catalogueoflife.org:taxon:4f1ce4b7-5e17-11e7-8cee-bc764e092680:col20170824	Arauca | Meta | Vichada | Antioquia | Atlántico | Bolívar | Caquetá | Casanare | Chocó | Córdoba | Cundinamarca | Guainía | Huila | Norte de Santander | Santander | Tolima | Vichada	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina | Caribe | Pacífica N | Orinoquia
urn:lsid:organismnames.com:name:5695805	Bolívar | Caldas | Chocó | Córdoba | Cundinamarca | Huila | Norte de Santander | Santander | Tolima	CO	Endémica			
urn:lsid:catalogueoflife.org:taxon:4f1ceb7d-5e17-11e7-8cee-bc764e092680:col20170824	Cauca | Tolima	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina
gbif.org/species/5218726	Antioquia | Atlántico | Bolívar | Caldas | Cauca | Cesar | Córdoba | Chocó | Cundinamarca | Magdalena | Meta | Nariño | Norte de Santander | Risaralda | Valle del Cauca | Arauca | Caquetá | Casanare	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina | Caribe | Pacífica | Sierra Nevada de Santa Marta
urn:lsid:catalogueoflife.org:taxon:3b8771dd-5e17-11e7-8cee-bc764e092680:col20170824	Amazonas | Atlántico | Tolima | Guaviare | Casanare | Guainía	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Andina | Caribe | Orinoquía
urn:lsid:catalogueoflife.org:taxon:4a02c188-5e17-11e7-8cee-bc764e092680:col20170824	Arauca | Caldas | Cauca | Quindío | Risaralda | Tolima | Amazonas | Caquetá | Guainía | Guaviare | Meta | Putumayo | Vaupés | Antioquia | Atlántico | Bolívar | Casanare | Chocó | Córdoba | Cundinamarca | Huila | Magdalena | Nariño | San Andrés y Providencia | Valle del Cauca	CO				
urn:lsid:catalogueoflife.org:taxon:4f1ce9e4-5e17-11e7-8cee-bc764e092680:col20170824	Cauca | Quindío | Guaviare | Putumayo | Vaupés | Antioquia | Arauca | Caldas | Caquetá | Chocó | Magdalena | Valle del Cauca	CO				
urn:lsid:catalogueoflife.org:taxon:3b876cff-5e17-11e7-8cee-bc764e092680:col20170824	Arauca | Caldas | Norte de Santander | Tolima | Putumayo | Guaviare | Amazonas | Antioquia | Atlántico | Caquetá | Casanare | Guainía | Meta | Vichada	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina
gbif.org/species/7456473	Vichada | Guainía	CO		EN		Distribución en regiones naturales de Colombia y zonas de interés: Amazonía
urn:lsid:catalogueoflife.org:taxon:4f1d172a-5e17-11e7-8cee-bc764e092680:col20170824	Cundinamarca | Guainía	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cord. Oriental
urn:lsid:catalogueoflife.org:taxon:4f1d18b0-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Bolívar | Cundinamarca | Guainía | Meta | Vaupés | Caldas | Caquetá | Casanare | Magdalena	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Andina | Caribe | Orinoquía
urn:lsid:catalogueoflife.org:taxon:4a02c4a4-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Magdalena | Meta | Norte de Santander | Casanare | Chocó | Guainía	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina | Sierra Nevada de Santa Marta
urn:lsid:catalogueoflife.org:taxon:4f1d2260-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Cauca | Nariño | Valle del Cauca | Arauca | Casanare | Chocó | Guainía | Tolima	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina | Caribe | Pacífica
urn:lsid:catalogueoflife.org:taxon:4f1d23ef-5e17-11e7-8cee-bc764e092680:col20170824	Norte de Santander | Guainía	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina
urn:lsid:catalogueoflife.org:taxon:4a02c626-5e17-11e7-8cee-bc764e092680:col20170824	Caldas | Cauca | Cundinamarca | Risaralda | Vaupés | Caquetá | Guaviare | Antioquia | Casanare | Chocó | Meta | Nariño | Valle del Cauca	CO				
urn:lsid:catalogueoflife.org:taxon:4a034a5b-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Bolívar | Cesar | Córdoba | La Guajira | Santander | Sucre | Tolima | Guainía	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina | Caribe
urn:lsid:catalogueoflife.org:taxon:4f1ad8c3-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Bolívar | La Guajira | Atlántico | Guainía | Vichada	CO				Distribución en regiones naturales de Colombia y zonas de interés: Caribe
catalogueoflife.org/data/taxon/874KB	Bolívar | Cesar | Huila | La Guajira | Magdalena | Sucre | Tolima | Antioquia	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina | Caribe
urn:lsid:catalogueoflife.org:taxon:4f1ada3f-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Bolívar | La Guajira | Sucre | Atlántico | Guainía | Norte de Santander	CO				Distribución en regiones naturales de Colombia y zonas de interés: Caribe
urn:lsid:catalogueoflife.org:taxon:4f1add64-5e17-11e7-8cee-bc764e092680:col20170724	Bolívar | La Guajira | Cauca | Guainía | Sucre	CO				Distribución en regiones naturales de Colombia y zonas de interés: Caribe
gbif.org/species/8110352	Guainía	CO				
urn:lsid:catalogueoflife.org:taxon:3b87dbba-5e17-11e7-8cee-bc764e092680:col20170724	San Andrés y Providencia	CO		EN		Distribución en regiones naturales de Colombia y zonas de interés: Caribe
urn:lsid:catalogueoflife.org:taxon:2cab3911-5e17-11e7-8cee-bc764e092680:col20170724	San Andrés y Providencia	CO		EN		Distribución en regiones naturales de Colombia y zonas de interés: Caribe
urn:lsid:catalogueoflife.org:taxon:4f1ae51c-5e17-11e7-8cee-bc764e092680:col20170724	Bolívar | Córdoba | Santander | Meta | Casanare | Atlántico	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina | Caribe
urn:lsid:catalogueoflife.org:taxon:4f1ad73a-5e17-11e7-8cee-bc764e092680:col20170724	Arauca | Caldas | Cauca | Córdoba | Quindío | Risaralda | Valle del Cauca | Amazonas | Caquetá | Guainía | Meta | Putumayo | Antioquia | Atlántico | Bolívar | Casanare | Chocó | La Guajira | Magdalena | Sucre | Tolima | Vaupés | Vichada	CO				
urn:lsid:catalogueoflife.org:taxon:4a034d75-5e17-11e7-8cee-bc764e092680:col20170724	Santander | Valle del Cauca | Amazonas | Caquetá | Guaviare | Meta | Putumayo | Vaupés | Antioquia | Arauca | Atlántico | Caldas | Casanare | Chocó | Córdoba | Guainía | Magdalena | Nariño | Sucre | Tolima	CO				
urn:lsid:organismnames.com:name:2538809	Antioquia | Vichada	CO				Distribución en regiones naturales de Colombia y zonas de interés: La información de distribución en los departamentos se documento teniendo en cuenta los registros encontrados en GBIF hasta noviembre de 2023
urn:lsid:catalogueoflife.org:taxon:478030f5-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Caldas | Cauca | Nariño | Quindío | Risaralda | Chocó	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Central | Occidental
urn:lsid:catalogueoflife.org:taxon:47803272-5e17-11e7-8cee-bc764e092680:col20170724	Cauca | Chocó | Cundinamarca | Huila | Valle del Cauca	CO	Endémica			Distribución en regiones naturales de Colombia y zonas de interés: Pacífica
urn:lsid:catalogueoflife.org:taxon:4f1d3b27-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Boyacá | Caquetá | Cauca | Cesar | Caldas | Córdoba | Cundinamarca | Huila | Magdalena | Nariño | Quindío | Risaralda | Santander | Tolima | Valle del Cauca | Vaupés | Putumayo | Casanare | Chocó | Guainía	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Andina | Caribe | Orinoquía
urn:lsid:catalogueoflife.org:taxon:4f1a5465-5e17-11e7-8cee-bc764e092680:col20170724	Cauca | Cundinamarca | Huila | Meta | Norte de Santander | Risaralda | Santander | Tolima | Caquetá | Putumayo | Antioquia | Boyacá | Caldas | Casanare | Nariño | Valle del Cauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina
urn:lsid:catalogueoflife.org:taxon:4f1239b7-5e17-11e7-8cee-bc764e092680:col20170724	Caquetá | Cauca | Nariño | Risaralda	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Central | Occidental
urn:lsid:catalogueoflife.org:taxon:4f1a55f8-5e17-11e7-8cee-bc764e092680:col20170724	Quindío | Risaralda | Caquetá | Guainía | Guaviare | Meta | Nariño | Putumayo | Vaupés | Vichada | Antioquia | Arauca | Boyacá | Caldas | Casanare | Cauca | Chocó | Córdoba | Cundinamarca | Huila | La Guajira | Magdalena | Norte de Santander | Tolima | Valle del Cauca	CO				
urn:lsid:catalogueoflife.org:taxon:4f1a57d6-5e17-11e7-8cee-bc764e092680:col20170724	Cauca | Risaralda | Norte de Santander | Quindío | Valle del Cauca | Guainía | Huila	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Central
urn:lsid:catalogueoflife.org:taxon:3b883f83-5e17-11e7-8cee-bc764e092680:col20170724	Cundinamarca | Santander | Valle del Cauca | Arauca | Boyacá | Casanare | Norte de Santander	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina
urn:lsid:catalogueoflife.org:taxon:4f125295-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Boyacá | Caldas | Cauca | Cundinamarca | Huila | Magdalena | Nariño | Quindío | Risaralda | Santander | Tolima | Caquetá	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina | Sierra Nevada de Santa Marta
urn:lsid:catalogueoflife.org:taxon:4f121aa8-5e17-11e7-8cee-bc764e092680:col20170724	Caldas | Chocó | Cundinamarca | Nariño | Valle del Cauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Pacífica
urn:lsid:catalogueoflife.org:taxon:4f1a7d3f-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Bolívar | Boyacá | Cauca | Cesar | Magdalena | Norte de Santander | Caldas | Caquetá | Casanare | Guainía | Meta | Santander | Vichada	CO				Distribución en regiones naturales de Colombia y zonas de interés: Caribe | Orinoquía | Valle Medio del Magdalena
urn:lsid:catalogueoflife.org:taxon:4f12082f-5e17-11e7-8cee-bc764e092680:col20170724	Amazonas | Antioquia | Boyacá | Caldas | Caquetá | Cesar | Córdoba | Huila | Meta | Putumayo | Risaralda | Santander | Tolima | Vaupés | Guaviare | Casanare | Chocó | Sucre | Valle del Cauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Orinoquía | Valles Interandinos
urn:lsid:catalogueoflife.org:taxon:4f1209b0-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Boyacá | Cesar | Cundinamarca | Norte de Santander | Quindío | Risaralda | Santander | Arauca | Casanare | Cauca | Tolima	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Oriental | Central | Sierra Nevada de Santa Marta
urn:lsid:catalogueoflife.org:taxon:4f1a834b-5e17-11e7-8cee-bc764e092680:col20170724	Amazonas | Caquetá | Guainía | Vaupés | Vichada | Guaviare | Putumayo | Chocó	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Orinoquía
urn:lsid:catalogueoflife.org:taxon:4f1203a0-5e17-11e7-8cee-bc764e092680:col20170724	Boyacá | Caldas | Caquetá | Cauca | Cundinamarca | Magdalena | Meta | Santander | Valle del Cauca | Amazonas | Guainía | Putumayo | Vaupés | Antioquia | Casanare | Chocó | Guainía | Nariño | Norte de Santander | Tolima | Vichada	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Andina | Sierra Nevada de Santa Marta
urn:lsid:catalogueoflife.org:taxon:4f1206af-5e17-11e7-8cee-bc764e092680:col20170724	Amazonas | Caquetá | Casanare | Meta | Vaupés | Guainía | Guaviare | Meta | Putumayo | Vichada | Norte de Santander	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía
urn:lsid:catalogueoflife.org:taxon:4a03441a-5e17-11e7-8cee-bc764e092680:col20170724	San Andrés y Providencia	CO				Distribución en regiones naturales de Colombia y zonas de interés: Caribe | Pacífica | Sierra Nevada de Santa Marta
urn:lsid:catalogueoflife.org:taxon:4f1a8c5d-5e17-11e7-8cee-bc764e092680:col20170724	Arauca | Caldas | Cauca | Córdoba | Cundinamarca | Nariño | Quindío | Risaralda | Valle del Cauca | Amazonas | Caquetá | Guainía | Guaviare | Meta | Putumayo | Vaupés | Vichada | Antioquia | Atlántico | Boyacá | Casanare | Chocó | Huila | La Guajira | Magdalena | Norte de Santander | Santander | Sucre | Tolima	CO				
urn:lsid:catalogueoflife.org:taxon:4f1a8de8-5e17-11e7-8cee-bc764e092680:col20170724	Amazonas | Cauca | Meta | Guainía | Putumayo | Vichada | Caquetá | Guaviare | Nariño | Vaupés | Antioquia | Arauca | Atlántico | Casanare | Chocó | Cundinamarca | La Guajira | Sucre	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Orinoquía
urn:lsid:catalogueoflife.org:taxon:20e72498-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Cauca | Chocó | Nariño | Quindío | Risaralda | Valle del Cauca | Amazonas | Arauca | Caldas | Caquetá | Córdoba | Guainía | Magdalena | Norte de Santander | Putumayo | Santander | Tolima	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina | Pacífica
urn:lsid:catalogueoflife.org:taxon:4f1a9108-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Amazonas | Boyacá | Caquetá | Guainía | Meta | Nariño | Norte de Santander | Putumayo | Quindío | Risaralda | Vaupés | Vichada | Arauca | Atlántico | Casanare | Chocó | Córdoba | Cundinamarca | Guaviare | Huila | Sucre | Tolima	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Andina | Orinoquía | Valle Medio del Magdalena
urn:lsid:catalogueoflife.org:taxon:3b8cd1f3-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Cauca | Chocó | Nariño | Quindío | Risaralda | Valle del Cauca | Córdoba | Tolima	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina | Pacífica
urn:lsid:catalogueoflife.org:taxon:4f120049-5e17-11e7-8cee-bc764e092680:col20170724	Cauca | Chocó | Nariño | Risaralda | Valle del Cauca | Cundinamarca | Tolima	CO				Distribución en regiones naturales de Colombia y zonas de interés: Pacífica
urn:lsid:catalogueoflife.org:taxon:4f1a6cf7-5e17-11e7-8cee-bc764e092680:col20170724	Caldas | Quindío | Risaralda | Amazonas | Caquetá | Cauca | Guainía | Guaviare | Meta | Nariño | Putumayo | Vaupés | Vichada | Antioquia | Arauca | Atlántico | Boyacá | Caldas | Casanare | Chocó | Córdoba | Cundinamarca | Huila | La Guajira | Magdalena | Norte de Santander | Santander | Sucre | Tolima | Valle del Cauca	CO				
urn:lsid:catalogueoflife.org:taxon:4f1a6e90-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Caldas | Cauca | Chocó | Quindío | Valle del Cauca | Amazonas | Caquetá | Cauca | Guainía | Putumayo | Vaupés | Atlántico | Casanare | Córdoba | Cundinamarca | Guaviare | Huila | Magdalena | Meta | Nariño | Norte de Santander | Risaralda | Sucre | Tolima | Vichada	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina | Pacífica
urn:lsid:catalogueoflife.org:taxon:4f12574b-5e17-11e7-8cee-bc764e092680:col20170724	Caquetá | Chocó	CO	Endémica			Distribución en regiones naturales de Colombia y zonas de interés: Amazonía
urn:lsid:catalogueoflife.org:taxon:4f1a701c-5e17-11e7-8cee-bc764e092680:col20170724	Caldas | Cauca | Chocó | Nariño | Quindío | Risaralda | Valle del Cauca | Amazonas | Caquetá | Cauca | Guainía | Guaviare | Meta | Nariño | Putumayo | Vaupés | Vichada | Antioquia | Arauca | Atlántico | Boyacá | Casanare | Cesar | Córdoba | Cundinamarca | Huila | La Guajira | Magdalena | Norte de Santander | Santander | Sucre | Tolima	CO				
urn:lsid:catalogueoflife.org:taxon:4f1a9438-5e17-11e7-8cee-bc764e092680:col20170724	La Guajira | Magdalena | Antioquia | Casanare	CO				Distribución en regiones naturales de Colombia y zonas de interés: Sierra Nevada de Santa Marta
urn:lsid:catalogueoflife.org:taxon:4f1a989e-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Boyacá | Caldas | Caquetá | Cauca | Chocó | Meta | Nariño | Putumayo | Quindío | Risaralda | Santander | Tolima | Valle del Cauca | Casanare | Sucre	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Andina | Pacífica
urn:lsid:catalogueoflife.org:taxon:4f1a9a1d-5e17-11e7-8cee-bc764e092680:col20170724	Amazonas | Antioquia | Boyacá | Caquetá | Cauca | Chocó | Guainía | Magdalena | Nariño | Santander | Vaupés | Valle del Cauca | Meta | Vichada | Putumayo | Caldas | Casanare | Sucre	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Andina | Orinoquía | Pacífica | Sierra Nevada de Santa Marta
urn:lsid:catalogueoflife.org:taxon:4f1a9b99-5e17-11e7-8cee-bc764e092680:col20170724	Amazonas | Antioquia | Caquetá | Cauca | Chocó | Magdalena | Meta | Nariño | Putumayo | Risaralda | Valle del Cauca | Vaupés | Guaviare | Vichada | Arauca | Casanare | Guainía |Tolima	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Andina | Pacífica | Sierra Nevada de Santa Marta
urn:lsid:catalogueoflife.org:taxon:4f1a595b-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Caldas | Cauca | Guainía | Nariño | Meta | Quindío | Risaralda | Valle del Cauca | Casanare | Chocó | Guaviare | Norte de Santander	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina | Orinoquía
urn:lsid:catalogueoflife.org:taxon:4f1a5c51-5e17-11e7-8cee-bc764e092680:col20170724	Amazonas | Caquetá | Cauca | Chocó | Cundinamarca | Guainía | Meta | Putumayo | Tolima | Vaupés | Vichada | Casanare	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Andina | Orinoquía | Pacífica
urn:lsid:catalogueoflife.org:taxon:4f1a5dd2-5e17-11e7-8cee-bc764e092680:col20170724	Cauca | Chocó | Nariño | Valle del Cauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Pacífica
urn:lsid:catalogueoflife.org:taxon:4f1a0f88-5e17-11e7-8cee-bc764e092680:col20170724	Amazonas | Antioquia | Caquetá | Cauca | La Guajira | Meta | Vaupés | Casanare | Chocó | Magdalena	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Caribe | Orinoquía | Valle del Magdalena
urn:lsid:catalogueoflife.org:taxon:4f1ad437-5e17-11e7-8cee-bc764e092680:col20170724	Arauca | Caldas | Cauca | Chocó | Córdoba | Nariño | Quindío | Risaralda | Valle del Cauca | Amazonas | Caquetá | Guaviare | Meta | Putumayo | Vaupés | Antioquia | Atlántico | Boyacá | Casanare | Cesar | Cundinamarca | Guainía | Huila | Magdalena | Norte de Santander | Sucre | Tolima	CO				
urn:lsid:catalogueoflife.org:taxon:4f1ad5b8-5e17-11e7-8cee-bc764e092680:col20170724	Cauca | Putumayo | Valle del Cauca | Guaviare | Meta | Arauca | Caquetá | Casanare | Chocó | Guainía | Tolima	CO				
urn:lsid:catalogueoflife.org:taxon:4a033f0d-5e17-11e7-8cee-bc764e092680:col20170724	Magdalena | Meta | Vaupés | Amazonas | Caquetá | Meta | Antioquia | Arauca | Casanare | Cauca | Chocó | Guainía | Valle del Cauca	CO				
urn:lsid:catalogueoflife.org:taxon:3b87e915-5e17-11e7-8cee-bc764e092680:col20170724	Caldas | Cauca | Cundinamarca | Quindío | Risaralda | Amazonas | Caquetá | Putumayo | Antioquia | Arauca | Casanare | Cesar | Chocó | Guainía | Huila | Magdalena | Nariño | Norte de Santander | Putumayo | Tolima | Valle del Cauca	CO				
gbif.org/species/8962358	Vaupés | Amazonas | Caquetá | Guainía | Guaviare | Meta | Vaupés | Vichada | Arauca | Caldas | Caquetá | Casanare | Cauca | Chocó | Córdoba | Magdalena | Nariño | Putumayo | Quindío | Sucre | Tolima | Valle del Cauca	CO				
gbif.org/species/10785797	Cauca	CO				
gbif.org/species/9633893	Caquetá	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía
urn:lsid:catalogueoflife.org:taxon:4f1a5f49-5e17-11e7-8cee-bc764e092680:col20170724	Amazonas | Bolívar | Caquetá | Cesar | Chocó | Guainía | Magdalena | Meta | Sucre | Valle del Cauca | Vichada | Guaviare | Antioquia	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Andina | Caribe | Pacífica
urn:lsid:catalogueoflife.org:taxon:4f1a6244-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Atlántico | Bolívar | Boyacá | Caldas | Cesar | Córdoba | Cundinamarca | Huila | La Guajira | Magdalena | Santander | Sucre | Valle del Cauca | Vichada | Arauca | Casanare | Chocó | Guainía | Nariño | Quindío | Tolima	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina | Caribe
urn:lsid:catalogueoflife.org:taxon:4f1a654a-5e17-11e7-8cee-bc764e092680:col20170724	Caldas | Cauca | Quindío | Risaralda | Amazonas | Caquetá | Guainía | Guaviare | Meta | Putumayo | Vaupés | Vichada | Antioquia | Arauca | Atlántico | Casanare | Chocó | Córdoba | Cundinamarca | La Guajira | Magdalena | Nariño | Norte de Santander | Sucre | Tolima | Valle del Cauca	CO				
urn:lsid:catalogueoflife.org:taxon:3b883c7f-5e17-11e7-8cee-bc764e092680:col20170724	Arauca | Meta | Amazonas | Guaviare | Vaupés | Guainía	CO				Distribución en regiones naturales de Colombia y zonas de interés: Orinoquía
urn:lsid:catalogueoflife.org:taxon:3b883b07-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Bolívar | Caquetá | Guaviare | Vaupés | Casanare | Chocó | Guainía | Vichada	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Andina | Caribe
urn:lsid:catalogueoflife.org:taxon:4780297a-5e17-11e7-8cee-bc764e092680:col20170724	Chocó | Risaralda | Valle del Cauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina | Pacífica
urn:lsid:catalogueoflife.org:taxon:47802805-5e17-11e7-8cee-bc764e092680:col20170724	Amazonas | Caquetá | Meta | Guaviare | Vaupés	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía
urn:lsid:catalogueoflife.org:taxon:4780268c-5e17-11e7-8cee-bc764e092680:col20170724	Amazonas | Bolívar | Boyacá | Guainía | La Guajira | Meta | Putumayo | Risaralda | Santander | Valle del Cauca | Vaupés | Vichada | Caquetá | Guaviare | Antioquia | Chocó | Córdoba | Nariño	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Andina: Valles Interandinos | Caribe | Orinoquía
urn:lsid:catalogueoflife.org:taxon:3b88352c-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Bolívar | Caldas | Caquetá | Casanare | La Guajira | Meta | Tolima | Vaupés | Vichada | Guaviare | Meta | Arauca | Chocó	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Andina | Caribe | Orinoquía
urn:lsid:catalogueoflife.org:taxon:30ed7372-5e17-11e7-8cee-bc764e092680:col20170724	Bolívar | La Guajira | Norte de Santander | Santander | Magdalena	CO		VU		Distribución en regiones naturales de Colombia y zonas de interés: Caribe | Valles Secos Interandinos
gbif.org/species/10693330	Caquetá | Guaviare | Chocó | Nariño | Valle del Cauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía
urn:lsid:catalogueoflife.org:taxon:4f1a6855-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Caldas | Chocó | Nariño | Tolima | Valle del Cauca | Caquetá | Guainía | Magdalena	CO				Distribución en regiones naturales de Colombia y zonas de interés: Pacífica
urn:lsid:catalogueoflife.org:taxon:4f1a404d-5e17-11e7-8cee-bc764e092680:col20170724	Caldas | Cauca | Quindío | Risaralda | Amazonas | Caquetá | Guainía | Guaviare | Meta | Putumayo | Vaupés | Vichada | Antioquia | Arauca | Casanare | Chocó | Nariño | Valle del Cauca	CO				
urn:lsid:catalogueoflife.org:taxon:4f11cc6c-5e17-11e7-8cee-bc764e092680:col20170724	Nariño | Valle del Cauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Pacífica
urn:lsid:catalogueoflife.org:taxon:3b8ce6f3-5e17-11e7-8cee-bc764e092680:col20170724	Cauca | Chocó | Nariño | Quindío | Risaralda | Valle del Cauca | Cundinamarca | Sucre | Vaupés | Vichada	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina | Pacífica
urn:lsid:catalogueoflife.org:taxon:4f11c650-5e17-11e7-8cee-bc764e092680:col20170724	Cauca | Nariño | Valle del Cauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Pacífica
urn:lsid:catalogueoflife.org:taxon:4f1a44dc-5e17-11e7-8cee-bc764e092680:col20170724	Huila | Caquetá | Antioquia | Chocó | Valle del Cauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina
urn:lsid:catalogueoflife.org:taxon:4f11cdfb-5e17-11e7-8cee-bc764e092680:col20170724	Boyacá | Cundinamarca | Meta | Santander	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Oriental
urn:lsid:catalogueoflife.org:taxon:4f1a496d-5e17-11e7-8cee-bc764e092680:col20170724	Cauca | Antioquia | Arauca | Atlántico | Caldas | Casanare | Chocó | Córdoba | Cundinamarca | Magdalena | Nariño | Norte de Santander | Tolima | Valle del Cauca	CO				
urn:lsid:catalogueoflife.org:taxon:4f1a110f-5e17-11e7-8cee-bc764e092680:col20170724	Caldas | Cauca | Risaralda | Caquetá | Guaviare | Meta | Córdoba | Guainía | Nariño | Sucre | Valle del Cauca	CO				
gbif.org/species/9567055	Caquetá	CO	Endémica			Distribución en regiones naturales de Colombia y zonas de interés: Amazonía
