id	taxonID	scientificNameID	scientificName	nameAccordingTo	kingdom	phylum	class	order	family	genus	specificEpithet	taxonRank	scientificNameAuthorship	taxonomicStatus	taxonRemarks	language	rightsHolder	bibliographicCitation
urn:lsid:organismnames.com:name:3484299	urn:lsid:organismnames.com:name:3484299	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=898446	Passalites murelia	Tom Orrell (custodian), Dave Nicolson (ed). (2019). ITIS Global: The Integrated Taxonomic Information System (version Jun 2017). In: Species 2000 & ITIS Catalogue of Life, 2019 Annual Checklist (Roskov Y., Ower G., Orrell T., Nicolson D., Bailly N., Kirk P.M., Bourgoin T., DeWalt R.E., Decock W., Nieukerken E. van, Zarucchi J., Penev L., eds.). Digital resource at www.catalogueoflife.org/annual-checklist/2019. Species 2000: Naturalis, Leiden, the Netherlands. ISSN 2405-884X.	Animalia	Chordata	Mammalia	Artiodactyla	Cervidae	Passalites	murelia	Especie	J. A. Allen, 1915	Válido	Elevación (m): 0-900	es	Sociedad Colombiana de Mastozoología	ALLEN JA. 1916. List of mammals collected in Colombia by the American Museum of Natural History expeditions, 1910-1915. Bulletin of the American Museum of Natural History 35:191-238.
urn:lsid:catalogueoflife.org:taxon:4f16759f-5e17-11e7-8cee-bc764e092680:col20170824	urn:lsid:catalogueoflife.org:taxon:4f16759f-5e17-11e7-8cee-bc764e092680:col20170824	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=625072	Mazama rufina	Tom Orrell (custodian), Dave Nicolson (ed). (2019). ITIS Global: The Integrated Taxonomic Information System (version Jun 2017). In: Species 2000 & ITIS Catalogue of Life, 2019 Annual Checklist (Roskov Y., Ower G., Orrell T., Nicolson D., Bailly N., Kirk P.M., Bourgoin T., DeWalt R.E., Decock W., Nieukerken E. van, Zarucchi J., Penev L., eds.). Digital resource at www.catalogueoflife.org/annual-checklist/2019. Species 2000: Naturalis, Leiden, the Netherlands. ISSN 2405-884X.	Animalia	Chordata	Mammalia	Artiodactyla	Cervidae	Mazama	rufina	Especie	(Pucheran, 1851)	Válido	Elevación (m): 1500-4000	es	Sociedad Colombiana de Mastozoología	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.
eol.org/pages/Mazama%20sanctaemartae	eol.org/pages/Mazama%20sanctaemartae	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=898449	Passalites sanctaemartae	Tom Orrell (custodian), Dave Nicolson (ed). (2019). ITIS Global: The Integrated Taxonomic Information System (version Jun 2017). In: Species 2000 & ITIS Catalogue of Life, 2019 Annual Checklist (Roskov Y., Ower G., Orrell T., Nicolson D., Bailly N., Kirk P.M., Bourgoin T., DeWalt R.E., Decock W., Nieukerken E. van, Zarucchi J., Penev L., eds.). Digital resource at www.catalogueoflife.org/annual-checklist/2019. Species 2000: Naturalis, Leiden, the Netherlands. ISSN 2405-884X.	Animalia	Chordata	Mammalia	Artiodactyla	Cervidae	Passalites	sanctaemartae	Especie	(J. A. Allen, 1915)	Válido	Elevación (m): 0-900	es	Sociedad Colombiana de Mastozoología	ALLEN JA. 1916. List of mammals collected in Colombia by the American Museum of Natural History expeditions, 1910-1915. Bulletin of the American Museum of Natural History 35:191-238.
urn:lsid:catalogueoflife.org:taxon:259114ac-5e17-11e7-8cee-bc764e092680:col20170824	urn:lsid:catalogueoflife.org:taxon:259114ac-5e17-11e7-8cee-bc764e092680:col20170824	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=898202	Mazama temama	Tom Orrell (custodian), Dave Nicolson (ed). (2019). ITIS Global: The Integrated Taxonomic Information System (version Jun 2017). In: Species 2000 & ITIS Catalogue of Life, 2019 Annual Checklist (Roskov Y., Ower G., Orrell T., Nicolson D., Bailly N., Kirk P.M., Bourgoin T., DeWalt R.E., Decock W., Nieukerken E. van, Zarucchi J., Penev L., eds.). Digital resource at www.catalogueoflife.org/annual-checklist/2019. Species 2000: Naturalis, Leiden, the Netherlands. ISSN 2405-884X.	Animalia	Chordata	Mammalia	Artiodactyla	Cervidae	Mazama	temama	Especie	(Kerr, 1792)	Válido	Elevación (m): 0-68	es	Sociedad Colombiana de Mastozoología	GROVES C y P GRUBB. 1987. Relationships of living deer. Pp. 21-59, en: Biology and management of the Cervidae (CM Wemmer, ed.). Smithsonian Institution Press, Washington, D.C., USA.
urn:lsid:organismnames.com:name:3484302	urn:lsid:organismnames.com:name:3484302	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=898440	Mazama zamora	Tom Orrell (custodian), Dave Nicolson (ed). (2019). ITIS Global: The Integrated Taxonomic Information System (version Jun 2017). In: Species 2000 & ITIS Catalogue of Life, 2019 Annual Checklist (Roskov Y., Ower G., Orrell T., Nicolson D., Bailly N., Kirk P.M., Bourgoin T., DeWalt R.E., Decock W., Nieukerken E. van, Zarucchi J., Penev L., eds.). Digital resource at www.catalogueoflife.org/annual-checklist/2019. Species 2000: Naturalis, Leiden, the Netherlands. ISSN 2405-884X.	Animalia	Chordata	Mammalia	Artiodactyla	Cervidae	Mazama	zamora	Especie	J. A. Allen, 1915	Válido	Elevación (m): 600-1200	es	Sociedad Colombiana de Mastozoología	ALLEN JA. 1916. List of mammals collected in Colombia by the American Museum of Natural History expeditions, 1910-1915. Bulletin of the American Museum of Natural History 35:191-238.
urn:lsid:organismnames.com:name:3535811	urn:lsid:organismnames.com:name:3535811	https://www.gbif.org/species/8872400	Mazama zetta	Mazama zetta Thomas, 1913 in GBIF Secretariat (2017). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei accessed via GBIF.org on 2019-08-01.	Animalia	Chordata	Mammalia	Artiodactyla	Cervidae	Mazama	zetta	Especie	Thomas, 1913	Válido	Elevación (m): 1600-1950	es	Sociedad Colombiana de Mastozoología	ALLEN JA. 1916. List of mammals collected in Colombia by the American Museum of Natural History expeditions, 1910-1915. Bulletin of the American Museum of Natural History 35:191-238.
gbif.org/species/8086627	gbif.org/species/8086627	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=898466	Odocoileus cariacou	Tom Orrell (custodian), Dave Nicolson (ed). (2019). ITIS Global: The Integrated Taxonomic Information System (version Jun 2017). In: Species 2000 & ITIS Catalogue of Life, 2019 Annual Checklist (Roskov Y., Ower G., Orrell T., Nicolson D., Bailly N., Kirk P.M., Bourgoin T., DeWalt R.E., Decock W., Nieukerken E. van, Zarucchi J., Penev L., eds.). Digital resource at www.catalogueoflife.org/annual-checklist/2019. Species 2000: Naturalis, Leiden, the Netherlands. ISSN 2405-884X.	Animalia	Chordata	Mammalia	Artiodactyla	Cervidae	Odocoileus	cariacou	Especie	(Boddaert, 1784)	Válido	Elevación (m): 0-600	es	Sociedad Colombiana de Mastozoología	CABRERA A. 1961. Catálogo de los mamíferos de América del Sur. Revista del Museo Argentino de Ciencias Naturales Bernardino Rivadavia (Ciencias Zoológicas) 4:309-732.
catalogueoflife.org/data/taxon/BNR3Q	catalogueoflife.org/data/taxon/BNR3Q	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=898472	Odocoileus goudotii	Tom Orrell (custodian), Dave Nicolson (ed). (2019). ITIS Global: The Integrated Taxonomic Information System (version Jun 2017). In: Species 2000 & ITIS Catalogue of Life, 2019 Annual Checklist (Roskov Y., Ower G., Orrell T., Nicolson D., Bailly N., Kirk P.M., Bourgoin T., DeWalt R.E., Decock W., Nieukerken E. van, Zarucchi J., Penev L., eds.). Digital resource at www.catalogueoflife.org/annual-checklist/2019. Species 2000: Naturalis, Leiden, the Netherlands. ISSN 2405-884X.	Animalia	Chordata	Mammalia	Artiodactyla	Cervidae	Odocoileus	goudotii	Especie	(Gay & Gervais, 1846)	Válido	Elevación (m): 3500-4000	es	Sociedad Colombiana de Mastozoología	CABRERA A. 1961. Catálogo de los mamíferos de América del Sur. Revista del Museo Argentino de Ciencias Naturales Bernardino Rivadavia (Ciencias Zoológicas) 4:309-732.
catalogueoflife.org/data/taxon/BNR4K	catalogueoflife.org/data/taxon/BNR4K	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=898495	Odocoileus ustus	Tom Orrell (custodian), Dave Nicolson (ed). (2019). ITIS Global: The Integrated Taxonomic Information System (version Jun 2017). In: Species 2000 & ITIS Catalogue of Life, 2019 Annual Checklist (Roskov Y., Ower G., Orrell T., Nicolson D., Bailly N., Kirk P.M., Bourgoin T., DeWalt R.E., Decock W., Nieukerken E. van, Zarucchi J., Penev L., eds.). Digital resource at www.catalogueoflife.org/annual-checklist/2019. Species 2000: Naturalis, Leiden, the Netherlands. ISSN 2405-884X.	Animalia	Chordata	Mammalia	Artiodactyla	Cervidae	Odocoileus	ustus	Especie	Trouessart, 1910	Válido	Elevación (m): 4100	es	Sociedad Colombiana de Mastozoología	CABRERA A. 1961. Catálogo de los mamíferos de América del Sur. Revista del Museo Argentino de Ciencias Naturales Bernardino Rivadavia (Ciencias Zoológicas) 4:309-732.
urn:lsid:catalogueoflife.org:taxon:4f167916-5e17-11e7-8cee-bc764e092680:col20170824	urn:lsid:catalogueoflife.org:taxon:4f167916-5e17-11e7-8cee-bc764e092680:col20170824	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=625074	Pudella mephistophiles	Barrio, J., Gutiérrez, E.E. and D'Elía, G. 2024-03-01. The first living cervid species described in the 21st century and revalidation of Pudella (Artiodactyla). Journal of Mammalogy 105(3):577-588.	Animalia	Chordata	Mammalia	Artiodactyla	Cervidae	Pudella	mephistophiles	Especie	(de Winton, 1896)	Válido	Elevación (m): 3000-3500	es	Sociedad Colombiana de Mastozoología	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.
urn:lsid:catalogueoflife.org:taxon:2cb68cb7-5e17-11e7-8cee-bc764e092680:col20170824	urn:lsid:catalogueoflife.org:taxon:2cb68cb7-5e17-11e7-8cee-bc764e092680:col20170824	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=552761	Dicotyles tajacu	Tom Orrell (custodian), Dave Nicolson (ed). (2019). ITIS Global: The Integrated Taxonomic Information System (version Jun 2017). In: Species 2000 & ITIS Catalogue of Life, 2019 Annual Checklist (Roskov Y., Ower G., Orrell T., Nicolson D., Bailly N., Kirk P.M., Bourgoin T., DeWalt R.E., Decock W., Nieukerken E. van, Zarucchi J., Penev L., eds.). Digital resource at www.catalogueoflife.org/annual-checklist/2019. Species 2000: Naturalis, Leiden, the Netherlands. ISSN 2405-884X.	Animalia	Chordata	Mammalia	Artiodactyla	Tayassuidae	Dicotyles	tajacu	Especie	(Linnaeus, 1758)	Válido	Elevación (m): 0-2800	es	Sociedad Colombiana de Mastozoología	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA. 1986. Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución. Caldasia 15:471-501.
urn:lsid:catalogueoflife.org:taxon:2cb68e47-5e17-11e7-8cee-bc764e092680:col20170824	urn:lsid:catalogueoflife.org:taxon:2cb68e47-5e17-11e7-8cee-bc764e092680:col20170824	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=552762	Tayassu pecari	Tom Orrell (custodian), Dave Nicolson (ed). (2019). ITIS Global: The Integrated Taxonomic Information System (version Jun 2017). In: Species 2000 & ITIS Catalogue of Life, 2019 Annual Checklist (Roskov Y., Ower G., Orrell T., Nicolson D., Bailly N., Kirk P.M., Bourgoin T., DeWalt R.E., Decock W., Nieukerken E. van, Zarucchi J., Penev L., eds.). Digital resource at www.catalogueoflife.org/annual-checklist/2019. Species 2000: Naturalis, Leiden, the Netherlands. ISSN 2405-884X.	Animalia	Chordata	Mammalia	Artiodactyla	Tayassuidae	Tayassu	pecari	Especie	(Link, 1795)	Válido	Elevación (m): 0-1800	es	Sociedad Colombiana de Mastozoología	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.
urn:lsid:catalogueoflife.org:taxon:2cb69ec5-5e17-11e7-8cee-bc764e092680:col20170824	urn:lsid:catalogueoflife.org:taxon:2cb69ec5-5e17-11e7-8cee-bc764e092680:col20170824	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=552773	Atelocynus microtis	Tom Orrell (custodian), Dave Nicolson (ed). (2019). ITIS Global: The Integrated Taxonomic Information System (version Jun 2017). In: Species 2000 & ITIS Catalogue of Life, 2019 Annual Checklist (Roskov Y., Ower G., Orrell T., Nicolson D., Bailly N., Kirk P.M., Bourgoin T., DeWalt R.E., Decock W., Nieukerken E. van, Zarucchi J., Penev L., eds.). Digital resource at www.catalogueoflife.org/annual-checklist/2019. Species 2000: Naturalis, Leiden, the Netherlands. ISSN 2405-884X.	Animalia	Chordata	Mammalia	Carnivora	Canidae	Atelocynus	microtis	Especie	(Sclater, 1883)	Válido	Elevación (m): 0-500	es	Sociedad Colombiana de Mastozoología	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.
urn:lsid:catalogueoflife.org:taxon:4f145f2d-5e17-11e7-8cee-bc764e092680:col20170824	urn:lsid:catalogueoflife.org:taxon:4f145f2d-5e17-11e7-8cee-bc764e092680:col20170824	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=183825	Cerdocyon thous	Tom Orrell (custodian), Dave Nicolson (ed). (2019). ITIS Global: The Integrated Taxonomic Information System (version Jun 2017). In: Species 2000 & ITIS Catalogue of Life, 2019 Annual Checklist (Roskov Y., Ower G., Orrell T., Nicolson D., Bailly N., Kirk P.M., Bourgoin T., DeWalt R.E., Decock W., Nieukerken E. van, Zarucchi J., Penev L., eds.). Digital resource at www.catalogueoflife.org/annual-checklist/2019. Species 2000: Naturalis, Leiden, the Netherlands. ISSN 2405-884X.	Animalia	Chordata	Mammalia	Carnivora	Canidae	Cerdocyon	thous	Especie	(Linnaeus, 1766)	Válido	Elevación (m): 0-3400	es	Sociedad Colombiana de Mastozoología	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.
urn:lsid:catalogueoflife.org:taxon:3b85b472-5e17-11e7-8cee-bc764e092680:col20170824	urn:lsid:catalogueoflife.org:taxon:3b85b472-5e17-11e7-8cee-bc764e092680:col20170824	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=726270	Lycalopex culpaeus	Tom Orrell (custodian), Dave Nicolson (ed). (2019). ITIS Global: The Integrated Taxonomic Information System (version Jun 2017). In: Species 2000 & ITIS Catalogue of Life, 2019 Annual Checklist (Roskov Y., Ower G., Orrell T., Nicolson D., Bailly N., Kirk P.M., Bourgoin T., DeWalt R.E., Decock W., Nieukerken E. van, Zarucchi J., Penev L., eds.). Digital resource at www.catalogueoflife.org/annual-checklist/2019. Species 2000: Naturalis, Leiden, the Netherlands. ISSN 2405-884X.	Animalia	Chordata	Mammalia	Carnivora	Canidae	Lycalopex	culpaeus	Especie	(Molina, 1782)	Válido	Elevación (m): 2000-3700	es	Sociedad Colombiana de Mastozoología	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA. 1986. Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución. Caldasia 15:471-501.
urn:lsid:catalogueoflife.org:taxon:4f146240-5e17-11e7-8cee-bc764e092680:col20170824	urn:lsid:catalogueoflife.org:taxon:4f146240-5e17-11e7-8cee-bc764e092680:col20170824	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=183829	Speothos venaticus	Tom Orrell (custodian), Dave Nicolson (ed). (2019). ITIS Global: The Integrated Taxonomic Information System (version Jun 2017). In: Species 2000 & ITIS Catalogue of Life, 2019 Annual Checklist (Roskov Y., Ower G., Orrell T., Nicolson D., Bailly N., Kirk P.M., Bourgoin T., DeWalt R.E., Decock W., Nieukerken E. van, Zarucchi J., Penev L., eds.). Digital resource at www.catalogueoflife.org/annual-checklist/2019. Species 2000: Naturalis, Leiden, the Netherlands. ISSN 2405-884X.	Animalia	Chordata	Mammalia	Carnivora	Canidae	Speothos	venaticus	Especie	(Lund, 1842)	Válido	Elevación (m): 0-1600	es	Sociedad Colombiana de Mastozoología	DEMATTEO K y BA LOISELLE. 2008. New data on the status and distribution of the bush dog (Speothos venaticus): evaluating its quality of protection and directing research efforts. Biological Conservation 141:2494-2505.
urn:lsid:catalogueoflife.org:taxon:4f13d30f-5e17-11e7-8cee-bc764e092680:col20170824	urn:lsid:catalogueoflife.org:taxon:4f13d30f-5e17-11e7-8cee-bc764e092680:col20170824	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=180609	Urocyon cinereoargenteus	Tom Orrell (custodian), Dave Nicolson (ed). (2019). ITIS Global: The Integrated Taxonomic Information System (version Jun 2017). In: Species 2000 & ITIS Catalogue of Life, 2019 Annual Checklist (Roskov Y., Ower G., Orrell T., Nicolson D., Bailly N., Kirk P.M., Bourgoin T., DeWalt R.E., Decock W., Nieukerken E. van, Zarucchi J., Penev L., eds.). Digital resource at www.catalogueoflife.org/annual-checklist/2019. Species 2000: Naturalis, Leiden, the Netherlands. ISSN 2405-884X.	Animalia	Chordata	Mammalia	Carnivora	Canidae	Urocyon	cinereoargenteus	Especie	(Schreber, 1775)	Válido	Elevación (m): 500-2342	es	Sociedad Colombiana de Mastozoología	FRITZELL EK y KJ HAROLDSON. 1982. Urocyon cinereoargenteus. Mammalian Species 189:1-8.
gbif.org/es/species/165212249	gbif.org/es/species/165212249	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=726255	Leopardus garleppi	Tom Orrell (custodian), Dave Nicolson (ed). (2019). ITIS Global: The Integrated Taxonomic Information System (version Jun 2017). In: Species 2000 & ITIS Catalogue of Life, 2019 Annual Checklist (Roskov Y., Ower G., Orrell T., Nicolson D., Bailly N., Kirk P.M., Bourgoin T., DeWalt R.E., Decock W., Nieukerken E. van, Zarucchi J., Penev L., eds.). Digital resource at www.catalogueoflife.org/annual-checklist/2019. Species 2000: Naturalis, Leiden, the Netherlands. ISSN 2405-884X.	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	garleppi	Especie	(Matschie, 1912)	Válido	Elevación (m): 2700	es	Sociedad Colombiana de Mastozoología	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.
urn:lsid:catalogueoflife.org:taxon:2caa3e00-5e17-11e7-8cee-bc764e092680:col20170824	urn:lsid:catalogueoflife.org:taxon:2caa3e00-5e17-11e7-8cee-bc764e092680:col20170824	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=552470	Leopardus pardalis	Tom Orrell (custodian), Dave Nicolson (ed). (2019). ITIS Global: The Integrated Taxonomic Information System (version Jun 2017). In: Species 2000 & ITIS Catalogue of Life, 2019 Annual Checklist (Roskov Y., Ower G., Orrell T., Nicolson D., Bailly N., Kirk P.M., Bourgoin T., DeWalt R.E., Decock W., Nieukerken E. van, Zarucchi J., Penev L., eds.). Digital resource at www.catalogueoflife.org/annual-checklist/2019. Species 2000: Naturalis, Leiden, the Netherlands. ISSN 2405-884X.	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	pardalis	Especie	(Linnaeus, 1758)	Válido	Elevación (m): 0-2400	es	Sociedad Colombiana de Mastozoología	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.
departments.bucknell.edu/biology/resources/msw3/browse.asp?s=y&id=14000114	departments.bucknell.edu/biology/resources/msw3/browse.asp?s=y&id=14000114	itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=726373#null	Leopardus pardinoides	Tom Orrell (custodian), Dave Nicolson (ed). (2019). ITIS Global: The Integrated Taxonomic Information System (version Jun 2017). In: Species 2000 & ITIS Catalogue of Life, 2019 Annual Checklist (Roskov Y., Ower G., Orrell T., Nicolson D., Bailly N., Kirk P.M., Bourgoin T., DeWalt R.E., Decock W., Nieukerken E. van, Zarucchi J., Penev L., eds.). Digital resource at www.catalogueoflife.org/annual-checklist/2019. Species 2000: Naturalis, Leiden, the Netherlands. ISSN 2405-884X.	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	pardinoides	Especie	(J. E. Gray, 1867)	Válido	Elevación (m): 1600-4800	es	Sociedad Colombiana de Mastozoología	Oliveira, T. G., Fox-Rosales, L. A., Ramírez-Fernández, J. D., Cepeda-Duque, J. C., Zug, R., Sanchez-Lalinde, C., ... & Rodrigues, F. H. (2024). Ecological modeling, biogeography, and phenotypic analyses setting the tiger cats’ hyperdimensional niches reveal a new species. Scientific Reports, 14(1), 2395
urn:lsid:catalogueoflife.org:taxon:2caa3c6c-5e17-11e7-8cee-bc764e092680:col20170824	urn:lsid:catalogueoflife.org:taxon:2caa3c6c-5e17-11e7-8cee-bc764e092680:col20170824	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=552469	Leopardus wiedii	Tom Orrell (custodian), Dave Nicolson (ed). (2019). ITIS Global: The Integrated Taxonomic Information System (version Jun 2017). In: Species 2000 & ITIS Catalogue of Life, 2019 Annual Checklist (Roskov Y., Ower G., Orrell T., Nicolson D., Bailly N., Kirk P.M., Bourgoin T., DeWalt R.E., Decock W., Nieukerken E. van, Zarucchi J., Penev L., eds.). Digital resource at www.catalogueoflife.org/annual-checklist/2019. Species 2000: Naturalis, Leiden, the Netherlands. ISSN 2405-884X.	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	wiedii	Especie	(Schinz, 1821)	Válido	Elevación (m): 0-1800	es	Sociedad Colombiana de Mastozoología	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA. 1986. Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución. Caldasia 15:471-501.
urn:lsid:catalogueoflife.org:taxon:4f13c529-5e17-11e7-8cee-bc764e092680:col20170824	urn:lsid:catalogueoflife.org:taxon:4f13c529-5e17-11e7-8cee-bc764e092680:col20170824	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=180593	Panthera onca	Tom Orrell (custodian), Dave Nicolson (ed). (2019). ITIS Global: The Integrated Taxonomic Information System (version Jun 2017). In: Species 2000 & ITIS Catalogue of Life, 2019 Annual Checklist (Roskov Y., Ower G., Orrell T., Nicolson D., Bailly N., Kirk P.M., Bourgoin T., DeWalt R.E., Decock W., Nieukerken E. van, Zarucchi J., Penev L., eds.). Digital resource at www.catalogueoflife.org/annual-checklist/2019. Species 2000: Naturalis, Leiden, the Netherlands. ISSN 2405-884X.	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	onca	Especie	(Linnaeus, 1758)	Válido	Elevación (m): 0-3200	es	Sociedad Colombiana de Mastozoología	EIZIRIK E, JH KIM, M MENOTTI-RAYMOND, PG CRAWSHAW Jr, SJ O´BRIEN y WE JOHNSON. 2001. Phylogeography, population history and conservation genetics of jaguars (Panthera onca, Mammalia, Felidae). Molecular Ecology 10:65-79.
urn:lsid:catalogueoflife.org:taxon:2caa2bb9-5e17-11e7-8cee-bc764e092680:col20170824	urn:lsid:catalogueoflife.org:taxon:2caa2bb9-5e17-11e7-8cee-bc764e092680:col20170824	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=552479	Puma concolor	Tom Orrell (custodian), Dave Nicolson (ed). (2019). ITIS Global: The Integrated Taxonomic Information System (version Jun 2017). In: Species 2000 & ITIS Catalogue of Life, 2019 Annual Checklist (Roskov Y., Ower G., Orrell T., Nicolson D., Bailly N., Kirk P.M., Bourgoin T., DeWalt R.E., Decock W., Nieukerken E. van, Zarucchi J., Penev L., eds.). Digital resource at www.catalogueoflife.org/annual-checklist/2019. Species 2000: Naturalis, Leiden, the Netherlands. ISSN 2405-884X.	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	concolor	Especie	(Linnaeus, 1771)	Válido	Elevación (m): 0-4100	es	Sociedad Colombiana de Mastozoología	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.
urn:lsid:catalogueoflife.org:taxon:3b899e11-5e17-11e7-8cee-bc764e092680:col20170824	urn:lsid:catalogueoflife.org:taxon:3b899e11-5e17-11e7-8cee-bc764e092680:col20170824	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=726257	Herpailurus yagouaroundi	Tom Orrell (custodian), Dave Nicolson (ed). (2019). ITIS Global: The Integrated Taxonomic Information System (version Jun 2017). In: Species 2000 & ITIS Catalogue of Life, 2019 Annual Checklist (Roskov Y., Ower G., Orrell T., Nicolson D., Bailly N., Kirk P.M., Bourgoin T., DeWalt R.E., Decock W., Nieukerken E. van, Zarucchi J., Penev L., eds.). Digital resource at www.catalogueoflife.org/annual-checklist/2019. Species 2000: Naturalis, Leiden, the Netherlands. ISSN 2405-884X.	Animalia	Chordata	Mammalia	Carnivora	Felidae	Herpailurus	yagouaroundi	Especie	(É. Geoffroy Sant-Hilaire, 1803)	Válido	Elevación (m): 0-3200	es	Sociedad Colombiana de Mastozoología	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA. 1986. Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución. Caldasia 15:471-501.
urn:lsid:catalogueoflife.org:taxon:4f216fda-5e17-11e7-8cee-bc764e092680:col20170824	urn:lsid:catalogueoflife.org:taxon:4f216fda-5e17-11e7-8cee-bc764e092680:col20170824	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=621932	Conepatus semistriatus	Tom Orrell (custodian), Dave Nicolson (ed). (2019). ITIS Global: The Integrated Taxonomic Information System (version Jun 2017). In: Species 2000 & ITIS Catalogue of Life, 2019 Annual Checklist (Roskov Y., Ower G., Orrell T., Nicolson D., Bailly N., Kirk P.M., Bourgoin T., DeWalt R.E., Decock W., Nieukerken E. van, Zarucchi J., Penev L., eds.). Digital resource at www.catalogueoflife.org/annual-checklist/2019. Species 2000: Naturalis, Leiden, the Netherlands. ISSN 2405-884X.	Animalia	Chordata	Mammalia	Carnivora	Mephitidae	Conepatus	semistriatus	Especie	(Boddaert, 1785)	Válido	Elevación (m): 0-3100	es	Sociedad Colombiana de Mastozoología	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.
