id	identifier	bibliographicCitation	title	creator	date	source
urn:lsid:catalogueoflife.org:taxon:4f1ceb7d-5e17-11e7-8cee-bc764e092680:col20170824	Pp: 399-439 en: Mammals of South America	EGER JL. 2008 (2007). Family Molossidae. Pp: 399-439 en: Mammals of South America. Volume 1. Marsupials, Xenarthrans, Shrews, and Bats (AL Gardner, ed.). The University of Chicago Press, Chicago, Illinois, USA. 669 pp.	Family Molossidae	EGER JL	2008	Pp: 399-439 en: Mammals of South America
gbif.org/species/5218726	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:3b8771dd-5e17-11e7-8cee-bc764e092680:col20170824	Pp: 399-439 en: Mammals of South America	EGER JL. 2008 (2007). Family Molossidae. Pp: 399-439 en: Mammals of South America. Volume 1. Marsupials, Xenarthrans, Shrews, and Bats (AL Gardner, ed.). The University of Chicago Press, Chicago, Illinois, USA. 669 pp.	Family Molossidae	EGER JL	2008	Pp: 399-439 en: Mammals of South America
urn:lsid:catalogueoflife.org:taxon:4a02c188-5e17-11e7-8cee-bc764e092680:col20170824	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:4f1ce9e4-5e17-11e7-8cee-bc764e092680:col20170824	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:3b876cff-5e17-11e7-8cee-bc764e092680:col20170824	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
gbif.org/species/7456473	Pp: 399-439 en: Mammals of South America	EGER JL. 2008 (2007). Family Molossidae. Pp: 399-439 en: Mammals of South America. Volume 1. Marsupials, Xenarthrans, Shrews, and Bats (AL Gardner, ed.). The University of Chicago Press, Chicago, Illinois, USA. 669 pp.	Family Molossidae	EGER JL	2008	Pp: 399-439 en: Mammals of South America
urn:lsid:catalogueoflife.org:taxon:4f1d172a-5e17-11e7-8cee-bc764e092680:col20170824	Pp: 399-439 en: Mammals of South America	EGER JL. 2008 (2007). Family Molossidae. Pp: 399-439 en: Mammals of South America. Volume 1. Marsupials, Xenarthrans, Shrews, and Bats (AL Gardner, ed.). The University of Chicago Press, Chicago, Illinois, USA. 669 pp.	Family Molossidae	EGER JL	2008	Pp: 399-439 en: Mammals of South America
urn:lsid:catalogueoflife.org:taxon:4f1d18b0-5e17-11e7-8cee-bc764e092680:col20170824	Biota Colombiana 4:247-259	CASTAÑO JH, Y MUÑOZ-SABA, JE BOTERO y J HERNÁN VÉLEZ. 2003. Mamíferos del departamento de Caldas  Colombia. Biota Colombiana 4:247-259.	Mamíferos del departamento de Caldas  Colombia	CASTAÑO JH, Y MUÑOZ-SABA, JE BOTERO y J HERNÁN VÉLEZ	2003	Biota Colombiana 4:247-259
urn:lsid:catalogueoflife.org:taxon:4a02c4a4-5e17-11e7-8cee-bc764e092680:col20170824	Caldasia 15:471-501	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA. 1986. Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución. Caldasia 15:471-501.	Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA	1986	Caldasia 15:471-501
urn:lsid:catalogueoflife.org:taxon:4f1d2260-5e17-11e7-8cee-bc764e092680:col20170824	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:4f1d23ef-5e17-11e7-8cee-bc764e092680:col20170824	Check List 12(3): 1915	PaQui MF, J Muñoz-Garay, H Mantilla-Meluk y F. Sánchez. 2016. First record of Promops nasutus (Spix, 1823) (Chiroptera: Molossidae) from Colombia. Check List 12(3): 1915	First record of Promops nasutus (Spix, 1823) (Chiroptera: Molossidae) from Colombia	PaQui MF, J Muñoz-Garay, H Mantilla-Meluk y F. Sánchez	2016	Check List 12(3): 1915
urn:lsid:catalogueoflife.org:taxon:4a02c626-5e17-11e7-8cee-bc764e092680:col20170824	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:4a034a5b-5e17-11e7-8cee-bc764e092680:col20170724	Mammalian Species 448:1-5	REZSUTEK M y GN CAMERON. 1993. Mormoops megalophylla. Mammalian Species 448:1-5.	Mormoops megalophylla	REZSUTEK M y GN CAMERON	1993	Mammalian Species 448:1-5
urn:lsid:catalogueoflife.org:taxon:4f1ad8c3-5e17-11e7-8cee-bc764e092680:col20170724	Pp. 376-384, en: Mammals of South America. Volume 1. Marsupials, Xenarthrans, Shrews, and Bats (AL Gardner, ed.). The University of Chicago Press, Chicago, Illinois, USA. 669 pp	PATTON JL y AL GARDNER. 2008 (2007). Family Mormoopidae Saussure, 1860. Pp. 376-384, en: Mammals of South America. Volume 1. Marsupials, Xenarthrans, Shrews, and Bats (AL Gardner, ed.). The University of Chicago Press, Chicago, Illinois, USA. 669 pp.	Family Mormoopidae Saussure, 1860	PATTON JL y AL GARDNER	2008	Pp. 376-384, en: Mammals of South America. Volume 1. Marsupials, Xenarthrans, Shrews, and Bats (AL Gardner, ed.). The University of Chicago Press, Chicago, Illinois, USA. 669 pp
catalogueoflife.org/data/taxon/874KB	Molecular Phylogenetics and Evolution 103:184-198. http://dx.doi.org/10.1016/j.ympev.2016.07.011	Pavan AC, Marroig G. 2016. Integrating multiple evidences in taxonomy: species diversity and phylogeny of mustached bats (Mormoopidae: Pteronotus). Molecular Phylogenetics and Evolution 103:184-198. http://dx.doi.org/10.1016/j.ympev.2016.07.011	Integrating multiple evidences in taxonomy: species diversity and phylogeny of mustached bats (Mormoopidae: Pteronotus)	Pavan AC, G Marroig	2016	Molecular Phylogenetics and Evolution 103:184-198. http://dx.doi.org/10.1016/j.ympev.2016.07.011
urn:lsid:catalogueoflife.org:taxon:4f1ada3f-5e17-11e7-8cee-bc764e092680:col20170724	Mammalia 36:49-58	MARINKELLE CJ y A CADENA. 1972. Notes on bats new to the fauna of Colombia. Mammalia 36:49-58.	Notes on bats new to the fauna of Colombia	MARINKELLE CJ y A CADENA	1972	Mammalia 36:49-58
urn:lsid:catalogueoflife.org:taxon:4f1add64-5e17-11e7-8cee-bc764e092680:col20170724	Pp. 376-384, en: Mammals of South America. Volume 1. Marsupials, Xenarthrans, Shrews, and Bats (AL Gardner, ed.). The University of Chicago Press, Chicago, Illinois, USA. 669 pp	PATTON JL y AL GARDNER. 2008 (2007). Family Mormoopidae Saussure, 1860. Pp. 376-384, en: Mammals of South America. Volume 1. Marsupials, Xenarthrans, Shrews, and Bats (AL Gardner, ed.). The University of Chicago Press, Chicago, Illinois, USA. 669 pp.	Family Mormoopidae Saussure, 1860	PATTON JL y AL GARDNER	2008	Pp. 376-384, en: Mammals of South America. Volume 1. Marsupials, Xenarthrans, Shrews, and Bats (AL Gardner, ed.). The University of Chicago Press, Chicago, Illinois, USA. 669 pp
gbif.org/species/8110352	Molecular Phylogenetics and Evolution 103:184-198. http://dx.doi.org/10.1016/j.ympev.2016.07.011	Pavan AC, Marroig G. 2016. Integrating multiple evidences in taxonomy: species diversity and phylogeny of mustached bats (Mormoopidae: Pteronotus). Molecular Phylogenetics and Evolution 103:184-198. http://dx.doi.org/10.1016/j.ympev.2016.07.011	Integrating multiple evidences in taxonomy: species diversity and phylogeny of mustached bats (Mormoopidae: Pteronotus)	Pavan AC, G Marroig	2016	Molecular Phylogenetics and Evolution 103:184-198. http://dx.doi.org/10.1016/j.ympev.2016.07.011
urn:lsid:catalogueoflife.org:taxon:3b87dbba-5e17-11e7-8cee-bc764e092680:col20170724	Molecular Phylogenetics and Evolution 37:91-103	DÁVALOS L. 2005. Molecular phylogeny of Funnel-eared bats (Chiroptera: Natalidae), with notes on biogeography and conservation. Molecular Phylogenetics and Evolution 37:91-103.	Molecular phylogeny of Funnel-eared bats (Chiroptera: Natalidae), with notes on biogeography and conservation	DÁVALOS L	2005	Molecular Phylogenetics and Evolution 37:91-103
urn:lsid:catalogueoflife.org:taxon:2cab3911-5e17-11e7-8cee-bc764e092680:col20170724	Bulletin of the American Museum of Natural History 353:1-140	TEJEDOR A. 2011. Systematics of funnel-eared bats (Chiroptera: Natalidae). Bulletin of the American Museum of Natural History 353:1-140.	Systematics of funnel-eared bats (Chiroptera: Natalidae)	TEJEDOR A	2011	Bulletin of the American Museum of Natural History 353:1-140
urn:lsid:catalogueoflife.org:taxon:4f1ae51c-5e17-11e7-8cee-bc764e092680:col20170724	Molecular Phylogenetics and Evolution 37:91-103	DÁVALOS L. 2005. Molecular phylogeny of Funnel-eared bats (Chiroptera: Natalidae), with notes on biogeography and conservation. Molecular Phylogenetics and Evolution 37:91-103.	Molecular phylogeny of Funnel-eared bats (Chiroptera: Natalidae), with notes on biogeography and conservation	DÁVALOS L	2005	Molecular Phylogenetics and Evolution 37:91-103
urn:lsid:catalogueoflife.org:taxon:4f1ad73a-5e17-11e7-8cee-bc764e092680:col20170724	Editorial Universidad de Antioquia, Medellín, Antioquia, Colombia	MUÑOZ J. 2001. Los Murciélagos de Colombia: sistemática, distribución, descripción, historia natural y ecología. Editorial Universidad de Antioquia, Medellín, Antioquia, Colombia. 391 pp.	Los Murciélagos de Colombia: sistemática, distribución, descripción, historia natural y ecología	MUÑOZ J	2001	Editorial Universidad de Antioquia, Medellín, Antioquia, Colombia
urn:lsid:catalogueoflife.org:taxon:4a034d75-5e17-11e7-8cee-bc764e092680:col20170724	Caldasia 15:471-501	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA. 1986. Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución. Caldasia 15:471-501.	Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA	1986	Caldasia 15:471-501
urn:lsid:organismnames.com:name:2538809		https://doi.org/10.21068/2539200X.1022	Mamíferos del departamento de Sucre, Colombia			Biota Colombiana 23(2), e1022. https://doi.org/10.21068/2539200X.1022
urn:lsid:catalogueoflife.org:taxon:478030f5-5e17-11e7-8cee-bc764e092680:col20170724	Ocassional Papers, Museum of Texas Tech University 261:1-18	MANTILLA-MELUK H y RJ BAKER. 2006. Systematics of small Anoura (Chiroptera: Phyllostomidae) from Colombia, with description of a new species. Ocassional Papers, Museum of Texas Tech University 261:1-18.	Systematics of small Anoura (Chiroptera: Phyllostomidae) from Colombia, with description of a new species	MANTILLA-MELUK H y RJ BAKER	2006	Ocassional Papers, Museum of Texas Tech University 261:1-18
urn:lsid:catalogueoflife.org:taxon:47803272-5e17-11e7-8cee-bc764e092680:col20170724	Ocassional Papers, Museum of Texas Tech University 261:1-18	MANTILLA-MELUK H y RJ BAKER. 2006. Systematics of small Anoura (Chiroptera: Phyllostomidae) from Colombia, with description of a new species. Ocassional Papers, Museum of Texas Tech University 261:1-18.	Systematics of small Anoura (Chiroptera: Phyllostomidae) from Colombia, with description of a new species	MANTILLA-MELUK H y RJ BAKER	2006	Ocassional Papers, Museum of Texas Tech University 261:1-18
urn:lsid:catalogueoflife.org:taxon:4f1d3b27-5e17-11e7-8cee-bc764e092680:col20170724	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:4f1a5465-5e17-11e7-8cee-bc764e092680:col20170724	Cespedesia 3 (41-42):31-40	ALBERICO M y J OREJUELA. 1982. Diversidad específica de dos comunidades de murciélagos en Nariño, Colombia. Cespedesia 3 (41-42):31-40.	Diversidad específica de dos comunidades de murciélagos en Nariño, Colombia	ALBERICO M y J OREJUELA	1982	Cespedesia 3 (41-42):31-40
urn:lsid:catalogueoflife.org:taxon:4f1239b7-5e17-11e7-8cee-bc764e092680:col20170724	Check List 5:463-467	MANTILLA-MELUK H, H RAMÍREZ-CHAVES, C FERNÁNDEZ-RODRÍGUEZ y RJ BAKER. 2009c. Mammalia, Chiroptera, Anoura fistulata Muchhala, Mena-V & Albuja V., 2005: distribution extension. Check List 5:463-467.	Mammalia, Chiroptera, Anoura fistulata Muchhala, Mena-V & Albuja V, 2005: distribution extension	MANTILLA-MELUK H, H RAMÍREZ-CHAVES, C FERNÁNDEZ-RODRÍGUEZ y RJ BAKER	2009	Check List 5:463-467
urn:lsid:catalogueoflife.org:taxon:4f1a55f8-5e17-11e7-8cee-bc764e092680:col20170724	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:4f1a57d6-5e17-11e7-8cee-bc764e092680:col20170724	Proceedings of the Biological Society of Washington 97:513-521	HANDLEY CO, Jr. 1984. New species of mammals from northern South America: a long-tongued bat, genus Anoura Gray. Proceedings of the Biological Society of Washington 97:513-521.	New species of mammals from northern South America: a long-tongued bat, genus Anoura Gray	HANDLEY CO, Jr	1984	Proceedings of the Biological Society of Washington 97:513-521
urn:lsid:catalogueoflife.org:taxon:3b883f83-5e17-11e7-8cee-bc764e092680:col20170724	Ocassional Papers, Museum of Texas Tech University 261:1-18	MANTILLA-MELUK H y RJ BAKER. 2006. Systematics of small Anoura (Chiroptera: Phyllostomidae) from Colombia, with description of a new species. Ocassional Papers, Museum of Texas Tech University 261:1-18.	Systematics of small Anoura (Chiroptera: Phyllostomidae) from Colombia, with description of a new species	MANTILLA-MELUK H y RJ BAKER	2006	Ocassional Papers, Museum of Texas Tech University 261:1-18
urn:lsid:catalogueoflife.org:taxon:4f125295-5e17-11e7-8cee-bc764e092680:col20170724	Occasional Papers, Museum of Texas Tech University 292:1-19	MANTILLA-MELUK H y RJ BAKER. 2010. New species of Anoura (Chiroptera: Phyllostomidae) from Colombia, with systematic remarks and notes on the distribution of the A. geoffroyi complex. Occasional Papers, Museum of Texas Tech University 292:1-19.	New species of Anoura (Chiroptera: Phyllostomidae) from Colombia, with systematic remarks and notes on the distribution of the A. geoffroyi complex	MANTILLA-MELUK H y RJ BAKER	2010	Occasional Papers, Museum of Texas Tech University 292:1-19
urn:lsid:catalogueoflife.org:taxon:4f121aa8-5e17-11e7-8cee-bc764e092680:col20170724	Zootaxa 2648: 45-60	LARSEN PA, MR MARCHÁN-RIVADENEYRA y RJ BAKER. 2010. Taxonomic status of Andersens fruit-eating bat (Artibeus jamaicensis aequatorialis) and revised classification of Artibeus (Chiroptera: Phyllostomidae). Zootaxa 2648: 45-60.	Taxonomic status of Andersens fruit-eating bat (Artibeus jamaicensis aequatorialis) and revised classification of Artibeus (Chiroptera: Phyllostomidae)	LARSEN PA, MR MARCHÁN-RIVADENEYRA y RJ BAKER	2010	Zootaxa 2648: 45-60
urn:lsid:catalogueoflife.org:taxon:4f1a7d3f-5e17-11e7-8cee-bc764e092680:col20170724	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:4f12082f-5e17-11e7-8cee-bc764e092680:col20170724	Caldasia 15:471-501	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA. 1986. Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución. Caldasia 15:471-501.	Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA	1986	Caldasia 15:471-501
urn:lsid:catalogueoflife.org:taxon:4f1209b0-5e17-11e7-8cee-bc764e092680:col20170724	Pp: 221-233, en: Colombia Biodiversidad Biótica V: la alta montaña de la Serranía de Perijá (JO Rangel-Ch	CORREDOR-CARRILLO DA y Y MUÑOZ-SABA. 2007. Mamíferos de la alta montaña de Perijá. Pp: 221-233, en: Colombia Biodiversidad Biótica V: la alta montaña de la Serranía de Perijá (JO Rangel-Ch., ed.). Universidad Nacional de Colombia, Facultad de Ciencias, Instituto de Ciencias Naturales, Corporación Autónoma Regional del Cesar (CORPOCESAR), Gobernación del Departamento del Cesar, Bogotá D.C., Colombia. 492 pp.	Mamíferos de la alta montaña de Perijá	CORREDOR-CARRILLO DA y Y MUÑOZ-SABA	2007	Pp: 221-233, en: Colombia Biodiversidad Biótica V: la alta montaña de la Serranía de Perijá (JO Rangel-Ch
urn:lsid:catalogueoflife.org:taxon:4f1a834b-5e17-11e7-8cee-bc764e092680:col20170724	Caldasia 15:471-501	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA. 1986. Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución. Caldasia 15:471-501.	Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA	1986	Caldasia 15:471-501
urn:lsid:catalogueoflife.org:taxon:4f1203a0-5e17-11e7-8cee-bc764e092680:col20170724	Pp: 163-172, en: Studies in Neotropical Mammalogy: essays in Honor of Philip Hershkovitz (BD Patterson y RM Timm, eds	HANDLEY CO, Jr. 1987. New species of mammals from Northern South America: fruit-eating bats, genus Artibeus Leach. Pp: 163-172, en: Studies in Neotropical Mammalogy: essays in Honor of Philip Hershkovitz (BD Patterson y RM Timm, eds.). Fieldiana, 39, Field Museum of Natural History, Chicago, Illinois, USA.	New species of mammals from Northern South America: fruit-eating bats, genus Artibeus Leach	HANDLEY CO, Jr	1987	Pp: 163-172, en: Studies in Neotropical Mammalogy: essays in Honor of Philip Hershkovitz (BD Patterson y RM Timm, eds
urn:lsid:catalogueoflife.org:taxon:4f1206af-5e17-11e7-8cee-bc764e092680:col20170724	Pp: 163-172, en: Studies in Neotropical Mammalogy: essays in Honor of Philip Hershkovitz (BD Patterson y RM Timm, eds	HANDLEY CO, Jr. 1987. New species of mammals from Northern South America: fruit-eating bats, genus Artibeus Leach. Pp: 163-172, en: Studies in Neotropical Mammalogy: essays in Honor of Philip Hershkovitz (BD Patterson y RM Timm, eds.). Fieldiana, 39, Field Museum of Natural History, Chicago, Illinois, USA.	New species of mammals from Northern South America: fruit-eating bats, genus Artibeus Leach	HANDLEY CO, Jr	1987	Pp: 163-172, en: Studies in Neotropical Mammalogy: essays in Honor of Philip Hershkovitz (BD Patterson y RM Timm, eds
urn:lsid:catalogueoflife.org:taxon:4a03441a-5e17-11e7-8cee-bc764e092680:col20170724	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:4f1a8c5d-5e17-11e7-8cee-bc764e092680:col20170724	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:4f1a8de8-5e17-11e7-8cee-bc764e092680:col20170724	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:20e72498-5e17-11e7-8cee-bc764e092680:col20170724	Cespedesia 3 (41-42):31-40	ALBERICO M y J OREJUELA. 1982. Diversidad específica de dos comunidades de murciélagos en Nariño, Colombia. Cespedesia 3 (41-42):31-40.	Diversidad específica de dos comunidades de murciélagos en Nariño, Colombia	ALBERICO M y J OREJUELA	1982	Cespedesia 3 (41-42):31-40
urn:lsid:catalogueoflife.org:taxon:4f1a9108-5e17-11e7-8cee-bc764e092680:col20170724	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:3b8cd1f3-5e17-11e7-8cee-bc764e092680:col20170724	Occasional Papers, Museum of Texas Tech University 277:1-15	HOOFER SR, S SOLARI, PA LARSEN, RD BRADLEY y RJ BAKER. 2008. Phylogenetics of the fruit-eating bats (Phyllostomidae: Artibeina) inferred from mitochondrial DNA sequences. Occasional Papers, Museum of Texas Tech University 277:1-15.	Phylogenetics of the fruit-eating bats (Phyllostomidae: Artibeina) inferred from mitochondrial DNA sequences	HOOFER SR, S SOLARI, PA LARSEN, RD BRADLEY y RJ BAKER	2008	Occasional Papers, Museum of Texas Tech University 277:1-15
urn:lsid:catalogueoflife.org:taxon:4f120049-5e17-11e7-8cee-bc764e092680:col20170724	Occasional Papers, Museum of Texas Tech University 277:1-15	HOOFER SR, S SOLARI, PA LARSEN, RD BRADLEY y RJ BAKER. 2008. Phylogenetics of the fruit-eating bats (Phyllostomidae: Artibeina) inferred from mitochondrial DNA sequences. Occasional Papers, Museum of Texas Tech University 277:1-15.	Phylogenetics of the fruit-eating bats (Phyllostomidae: Artibeina) inferred from mitochondrial DNA sequences	HOOFER SR, S SOLARI, PA LARSEN, RD BRADLEY y RJ BAKER	2008	Occasional Papers, Museum of Texas Tech University 277:1-15
urn:lsid:catalogueoflife.org:taxon:4f1a6cf7-5e17-11e7-8cee-bc764e092680:col20170724	Special Publications, Museum of Texas Tech University 56:1-44	MANTILLA-MELUK H, AM JIMÉNEZ-ORTEGA y RJ BAKER. 2009a. Phyllostomid bats of Colombia: annotated checklist, distribution, and biogeography. Special Publications, Museum of Texas Tech University 56:1-44.	Phyllostomid bats of Colombia: annotated checklist, distribution, and biogeography	MANTILLA-MELUK H, AM JIMÉNEZ-ORTEGA y RJ BAKER	2009	Special Publications, Museum of Texas Tech University 56:1-44
urn:lsid:catalogueoflife.org:taxon:4f1a6e90-5e17-11e7-8cee-bc764e092680:col20170724	Pp. 208-218 en: Mammals of South America. Volume 1. Marsupials, Xenarthrans, Shrews, and Bats (AL Gardner, ed.). The University of Chicago Press, Chicago, Illinois, USA. 669 pp	MCLELLAN LJ y KF KOOPMAN. 2008 (2007). Subfamily Carolliinae Miller, 1924. Pp. 208-218 en: Mammals of South America. Volume 1. Marsupials, Xenarthrans, Shrews, and Bats (AL Gardner, ed.). The University of Chicago Press, Chicago, Illinois, USA. 669 pp.	Subfamily Carolliinae Miller, 1924	MCLELLAN LJ y KF KOOPMAN	2008	Pp. 208-218 en: Mammals of South America. Volume 1. Marsupials, Xenarthrans, Shrews, and Bats (AL Gardner, ed.). The University of Chicago Press, Chicago, Illinois, USA. 669 pp
urn:lsid:catalogueoflife.org:taxon:4f12574b-5e17-11e7-8cee-bc764e092680:col20170724	Pp. 208-218 en: Mammals of South America. Volume 1. Marsupials, Xenarthrans, Shrews, and Bats (AL Gardner, ed.). The University of Chicago Press, Chicago, Illinois, USA. 669 pp	MCLELLAN LJ y KF KOOPMAN. 2008 (2007). Subfamily Carolliinae Miller, 1924. Pp. 208-218 en: Mammals of South America. Volume 1. Marsupials, Xenarthrans, Shrews, and Bats (AL Gardner, ed.). The University of Chicago Press, Chicago, Illinois, USA. 669 pp.	Subfamily Carolliinae Miller, 1924	MCLELLAN LJ y KF KOOPMAN	2008	Pp. 208-218 en: Mammals of South America. Volume 1. Marsupials, Xenarthrans, Shrews, and Bats (AL Gardner, ed.). The University of Chicago Press, Chicago, Illinois, USA. 669 pp
urn:lsid:catalogueoflife.org:taxon:4f1a701c-5e17-11e7-8cee-bc764e092680:col20170724	Special Publications, Museum of Texas Tech University 56:1-44	MANTILLA-MELUK H, AM JIMÉNEZ-ORTEGA y RJ BAKER. 2009a. Phyllostomid bats of Colombia: annotated checklist, distribution, and biogeography. Special Publications, Museum of Texas Tech University 56:1-44.	Phyllostomid bats of Colombia: annotated checklist, distribution, and biogeography	MANTILLA-MELUK H, AM JIMÉNEZ-ORTEGA y RJ BAKER	2009	Special Publications, Museum of Texas Tech University 56:1-44
