id	identifier	bibliographicCitation	title	creator	date	source
urn:lsid:organismnames.com:name:3484299	Bulletin of the American Museum of Natural History 35:191-238	ALLEN JA. 1916. List of mammals collected in Colombia by the American Museum of Natural History expeditions, 1910-1915. Bulletin of the American Museum of Natural History 35:191-238.	List of mammals collected in Colombia by the American Museum of Natural History expeditions, 1910-1915	ALLEN JA	1916	Bulletin of the American Museum of Natural History 35:191-238
urn:lsid:catalogueoflife.org:taxon:4f16759f-5e17-11e7-8cee-bc764e092680:col20170824	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
eol.org/pages/Mazama%20sanctaemartae	Bulletin of the American Museum of Natural History 35:191-238	ALLEN JA. 1916. List of mammals collected in Colombia by the American Museum of Natural History expeditions, 1910-1915. Bulletin of the American Museum of Natural History 35:191-238.	List of mammals collected in Colombia by the American Museum of Natural History expeditions, 1910-1915	ALLEN JA	1916	Bulletin of the American Museum of Natural History 35:191-238
urn:lsid:catalogueoflife.org:taxon:259114ac-5e17-11e7-8cee-bc764e092680:col20170824	Pp. 21-59, en: Biology and management of the Cervidae (CM Wemmer, ed.). Smithsonian Institution Press, Washington, D.C., USA	GROVES C y P GRUBB. 1987. Relationships of living deer. Pp. 21-59, en: Biology and management of the Cervidae (CM Wemmer, ed.). Smithsonian Institution Press, Washington, D.C., USA.	Relationships of living deer	GROVES C y P GRUBB	1987	Pp. 21-59, en: Biology and management of the Cervidae (CM Wemmer, ed.). Smithsonian Institution Press, Washington, D.C., USA
urn:lsid:organismnames.com:name:3484302	Bulletin of the American Museum of Natural History 35:191-238	ALLEN JA. 1916. List of mammals collected in Colombia by the American Museum of Natural History expeditions, 1910-1915. Bulletin of the American Museum of Natural History 35:191-238.	List of mammals collected in Colombia by the American Museum of Natural History expeditions, 1910-1915	ALLEN JA	1916	Bulletin of the American Museum of Natural History 35:191-238
urn:lsid:organismnames.com:name:3535811	Bulletin of the American Museum of Natural History 35:191-238	ALLEN JA. 1916. List of mammals collected in Colombia by the American Museum of Natural History expeditions, 1910-1915. Bulletin of the American Museum of Natural History 35:191-238.	List of mammals collected in Colombia by the American Museum of Natural History expeditions, 1910-1915	ALLEN JA	1916	Bulletin of the American Museum of Natural History 35:191-238
gbif.org/species/8086627	Revista del Museo Argentino de Ciencias Naturales Bernardino Rivadavia (Ciencias Zoológicas) 4:309-732	CABRERA A. 1961. Catálogo de los mamíferos de América del Sur. Revista del Museo Argentino de Ciencias Naturales Bernardino Rivadavia (Ciencias Zoológicas) 4:309-732.	Catálogo de los mamíferos de América del Sur	CABRERA A	1961	Revista del Museo Argentino de Ciencias Naturales Bernardino Rivadavia (Ciencias Zoológicas) 4:309-732
catalogueoflife.org/data/taxon/BNR3Q	Revista del Museo Argentino de Ciencias Naturales Bernardino Rivadavia (Ciencias Zoológicas) 4:309-732	CABRERA A. 1961. Catálogo de los mamíferos de América del Sur. Revista del Museo Argentino de Ciencias Naturales Bernardino Rivadavia (Ciencias Zoológicas) 4:309-732.	Catálogo de los mamíferos de América del Sur	CABRERA A	1961	Revista del Museo Argentino de Ciencias Naturales Bernardino Rivadavia (Ciencias Zoológicas) 4:309-732
catalogueoflife.org/data/taxon/BNR4K	Revista del Museo Argentino de Ciencias Naturales Bernardino Rivadavia (Ciencias Zoológicas) 4:309-732	CABRERA A. 1961. Catálogo de los mamíferos de América del Sur. Revista del Museo Argentino de Ciencias Naturales Bernardino Rivadavia (Ciencias Zoológicas) 4:309-732.	Catálogo de los mamíferos de América del Sur	CABRERA A	1961	Revista del Museo Argentino de Ciencias Naturales Bernardino Rivadavia (Ciencias Zoológicas) 4:309-732
urn:lsid:catalogueoflife.org:taxon:4f167916-5e17-11e7-8cee-bc764e092680:col20170824	Journal of Mammalogy 105(3):577-588.	Barrio, J., Gutiérrez, E.E. and D'Elía, G. 2024-03-01. The first living cervid species described in the 21st century and revalidation of Pudella (Artiodactyla). Journal of Mammalogy 105(3):577-588.	The first living cervid species described in the 21st century and revalidation of Pudella (Artiodactyla)		2024-03-01	Barrio, J., Gutiérrez, E.E. and D'Elía, G.
urn:lsid:catalogueoflife.org:taxon:4f167916-5e17-11e7-8cee-bc764e092680:col20170824	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:2cb68cb7-5e17-11e7-8cee-bc764e092680:col20170824	Caldasia 15:471-501	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA. 1986. Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución. Caldasia 15:471-501.	Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA	1986	Caldasia 15:471-501
urn:lsid:catalogueoflife.org:taxon:2cb68e47-5e17-11e7-8cee-bc764e092680:col20170824	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:2cb69ec5-5e17-11e7-8cee-bc764e092680:col20170824	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:4f145f2d-5e17-11e7-8cee-bc764e092680:col20170824	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:3b85b472-5e17-11e7-8cee-bc764e092680:col20170824	Caldasia 15:471-501	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA. 1986. Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución. Caldasia 15:471-501.	Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA	1986	Caldasia 15:471-501
urn:lsid:catalogueoflife.org:taxon:4f146240-5e17-11e7-8cee-bc764e092680:col20170824	Biological Conservation 141:2494-2505	DEMATTEO K y BA LOISELLE. 2008. New data on the status and distribution of the bush dog (Speothos venaticus): evaluating its quality of protection and directing research efforts. Biological Conservation 141:2494-2505.	New data on the status and distribution of the bush dog (Speothos venaticus): evaluating its quality of protection and directing research efforts	DEMATTEO K y BA LOISELLE	2008	Biological Conservation 141:2494-2505
urn:lsid:catalogueoflife.org:taxon:4f13d30f-5e17-11e7-8cee-bc764e092680:col20170824	Mammalian Species 189:1-8	FRITZELL EK y KJ HAROLDSON. 1982. Urocyon cinereoargenteus. Mammalian Species 189:1-8.	Urocyon cinereoargenteus	FRITZELL EK y KJ HAROLDSON	1982	Mammalian Species 189:1-8
gbif.org/es/species/165212249	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:2caa3e00-5e17-11e7-8cee-bc764e092680:col20170824	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
departments.bucknell.edu/biology/resources/msw3/browse.asp?s=y&id=14000114	Scientific Reports, 14(1), 2395	de Oliveira, T. G., Fox-Rosales, L. A., Ramírez-Fernández, J. D., Cepeda-Duque, J. C., Zug, R., Sanchez-Lalinde, C., ... & Rodrigues, F. H. (2024). Ecological modeling, biogeography, and phenotypic analyses setting the tiger cats’ hyperdimensional niches reveal a new species. Scientific Reports, 14(1), 2395	Ecological modeling, biogeography, and phenotypic analyses setting the tiger cats’ hyperdimensional niches reveal a new species	de Oliveira, T. G., Fox-Rosales, L. A., Ramírez-Fernández, J. D., Cepeda-Duque, J. C., Zug, R., Sanchez-Lalinde, C., ... & Rodrigues, F. H	2024	Scientific Reports, 14(1), 2395
urn:lsid:catalogueoflife.org:taxon:2caa3c6c-5e17-11e7-8cee-bc764e092680:col20170824	Caldasia 15:471-501	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA. 1986. Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución. Caldasia 15:471-501.	Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA	1986	Caldasia 15:471-501
urn:lsid:catalogueoflife.org:taxon:4f13c529-5e17-11e7-8cee-bc764e092680:col20170824	Molecular Ecology 10:65-79	EIZIRIK E, JH KIM, M MENOTTI-RAYMOND, PG CRAWSHAW Jr, SJ O´BRIEN y WE JOHNSON. 2001. Phylogeography, population history and conservation genetics of jaguars (Panthera onca, Mammalia, Felidae). Molecular Ecology 10:65-79.	Phylogeography, population history and conservation genetics of jaguars (Panthera onca, Mammalia, Felidae)	EIZIRIK E, JH KIM, M MENOTTI-RAYMOND, PG CRAWSHAW Jr, SJ O´BRIEN y WE JOHNSON	2001	Molecular Ecology 10:65-79
urn:lsid:catalogueoflife.org:taxon:2caa2bb9-5e17-11e7-8cee-bc764e092680:col20170824	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:3b899e11-5e17-11e7-8cee-bc764e092680:col20170824	Caldasia 15:471-501	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA. 1986. Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución. Caldasia 15:471-501.	Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA	1986	Caldasia 15:471-501
urn:lsid:catalogueoflife.org:taxon:4f216fda-5e17-11e7-8cee-bc764e092680:col20170824	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:4f2172f3-5e17-11e7-8cee-bc764e092680:col20170824	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:4f217612-5e17-11e7-8cee-bc764e092680:col20170824	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:4f215385-5e17-11e7-8cee-bc764e092680:col20170824	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75. Vera de Ferran, Henrique Vieira Figueiró, Cristine Silveira Trinca, Pablo César Hernández-Romero, Gustavo P Lorenzana, Carla Gutiérrez-Rodríguez, Klaus-Peter Koepfli, Eduardo Eizirik, Genome-wide data support recognition of an additional species of Neotropical river otter (Mammalia, Mustelidae, Lutrinae), Journal of Mammalogy, 2024;, gyae009, https://doi.org/10.1093/jmammal/gyae009	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:organismnames.com:name:5599121	Journal of Mammalogy 59:92-102	IZOR RJ y L DE LA TORRE. 1978. A new species of weasel (Mustela) from the highlands of Colombia, with comments on the evolution and distribution of South America weasels. Journal of Mammalogy 59:92-102.	A new species of weasel (Mustela) from the highlands of Colombia, with comments on the evolution and distribution of South America weasels	IZOR RJ y L DE LA TORRE	1978	Journal of Mammalogy 59:92-102
urn:lsid:organismnames.com:name:5657481	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:4f215d12-5e17-11e7-8cee-bc764e092680:col20170824	Caldasia 15:471-501	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA. 1986. Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución. Caldasia 15:471-501.	Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA	1986	Caldasia 15:471-501
urn:lsid:catalogueoflife.org:taxon:4f13e7de-5e17-11e7-8cee-bc764e092680:col20170824	Aquatic Mammals 28:67-72	CAPELLA JJ, L FLÓREZ, P FALK y D PALACIOS. 2002. Regular appearance of otariid pinnipeds along the Colombian Pacific coast. Aquatic Mammals 28:67-72.	Regular appearance of otariid pinnipeds along the Colombian Pacific coast	CAPELLA JJ, L FLÓREZ, P FALK y D PALACIOS	2002	Aquatic Mammals 28:67-72
urn:lsid:catalogueoflife.org:taxon:4f13e96b-5e17-11e7-8cee-bc764e092680:col20170824	Aquatic Mammals 28:67-72	CAPELLA JJ, L FLÓREZ, P FALK y D PALACIOS. 2002. Regular appearance of otariid pinnipeds along the Colombian Pacific coast. Aquatic Mammals 28:67-72.	Regular appearance of otariid pinnipeds along the Colombian Pacific coast	CAPELLA JJ, L FLÓREZ, P FALK y D PALACIOS	2002	Aquatic Mammals 28:67-72
urn:lsid:catalogueoflife.org:taxon:4f13eaf7-5e17-11e7-8cee-bc764e092680:col20170824	Mastozoología Neotropical 21:109-114	AVILA, I. C., et al. 2014. On the presence of a vagrant Juan Fernández fur seal (Arctocephalus philippii) in the Pacific coast of Colombia: A new extralimital record. Mastozoología Neotropical 21:109-114. COZZUOL	On the presence of a vagrant Juan Fernández fur seal (Arctocephalus philippii) in the Pacific coast of Colombia: A new extralimital record	AVILA, I. C, et al	2014	Mastozoología Neotropical 21:109-114
urn:lsid:catalogueoflife.org:taxon:4f13da0a-5e17-11e7-8cee-bc764e092680:col20170824	Aquatic Mammals 28:67-72	CAPELLA JJ, L FLÓREZ, P FALK y D PALACIOS. 2002. Regular appearance of otariid pinnipeds along the Colombian Pacific coast. Aquatic Mammals 28:67-72.	Regular appearance of otariid pinnipeds along the Colombian Pacific coast	CAPELLA JJ, L FLÓREZ, P FALK y D PALACIOS	2002	Aquatic Mammals 28:67-72
urn:lsid:catalogueoflife.org:taxon:4f21f1f4-5e17-11e7-8cee-bc764e092680:col20170824	Aquatic Mammals 28:67-72	CAPELLA JJ, L FLÓREZ, P FALK y D PALACIOS. 2002. Regular appearance of otariid pinnipeds along the Colombian Pacific coast. Aquatic Mammals 28:67-72.	Regular appearance of otariid pinnipeds along the Colombian Pacific coast	CAPELLA JJ, L FLÓREZ, P FALK y D PALACIOS	2002	Aquatic Mammals 28:67-72
gbif.org/species/2434814	Caldasia 43(2)	https://doi.org/10.15446/caldasia.v43n2.84687	Primeros registros de elefantes marinos en el Pacífico colombiano: ¿Elefantes marinos del sur, Mirounga leonina?	AVILA, TRUJILLO, ALAVA	2021	Caldasia 43(2)
urn:lsid:catalogueoflife.org:taxon:4f219a26-5e17-11e7-8cee-bc764e092680:col20170824	Los carnívoros terrestres y semiacuáticos continentales de Colombia	Suárez-Castro AF y HE Ramírez-Chaves (eds.). 2015. Los carnívoros terrestres y semiacuáticos continentales de Colombia. Guía de Campo. Bogotá: Editorial Universidad Nacional de Colombia, 220 pp. ISBN: 978-958-775-316-5.	Los carnívoros terrestres y semiacuáticos continentales de Colombia. Guía de Campo	Suárez-Castro AF y HE Ramírez-Chaves (eds. )	2015	Los carnívoros terrestres y semiacuáticos continentales de Colombia
urn:lsid:catalogueoflife.org:taxon:2caa5700-5e17-11e7-8cee-bc764e092680:col20170824	Los carnívoros terrestres y semiacuáticos continentales de Colombia	Suárez-Castro AF y HE Ramírez-Chaves (eds.). 2015. Los carnívoros terrestres y semiacuáticos continentales de Colombia. Guía de Campo. Bogotá: Editorial Universidad Nacional de Colombia, 220 pp. ISBN: 978-958-775-316-5.	Los carnívoros terrestres y semiacuáticos continentales de Colombia. Guía de Campo	Suárez-Castro AF y HE Ramírez-Chaves (eds. )	2015	Los carnívoros terrestres y semiacuáticos continentales de Colombia
urn:lsid:catalogueoflife.org:taxon:2cb2b305-5e17-11e7-8cee-bc764e092680:col20170824	Los carnívoros terrestres y semiacuáticos continentales de Colombia	Suárez-Castro AF y HE Ramírez-Chaves (eds.). 2015. Los carnívoros terrestres y semiacuáticos continentales de Colombia. Guía de Campo. Bogotá: Editorial Universidad Nacional de Colombia, 220 pp. ISBN: 978-958-775-316-5.	Los carnívoros terrestres y semiacuáticos continentales de Colombia. Guía de Campo	Suárez-Castro AF y HE Ramírez-Chaves (eds. )	2015	Los carnívoros terrestres y semiacuáticos continentales de Colombia
urn:lsid:catalogueoflife.org:taxon:3b860605-5e17-11e7-8cee-bc764e092680:col20170824	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:4f13b695-5e17-11e7-8cee-bc764e092680:col20170824	Caldasia 15:471-501	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA. 1986. Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución. Caldasia 15:471-501.	Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA	1986	Caldasia 15:471-501
urn:lsid:catalogueoflife.org:taxon:4f21a4f6-5e17-11e7-8cee-bc764e092680:col20170824	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:4f21a1c7-5e17-11e7-8cee-bc764e092680:col20170824	Pp: 221-233, en: Colombia Biodiversidad Biótica V: la alta montaña de la Serranía de Perijá (JO Rangel-Ch	CORREDOR-CARRILLO DA y Y MUÑOZ-SABA. 2007. Mamíferos de la alta montaña de Perijá. Pp: 221-233, en: Colombia Biodiversidad Biótica V: la alta montaña de la Serranía de Perijá (JO Rangel-Ch., ed.). Universidad Nacional de Colombia, Facultad de Ciencias, Instituto de Ciencias Naturales, Corporación Autónoma Regional del Cesar (CORPOCESAR), Gobernación del Departamento del Cesar, Bogotá D.C., Colombia. 492 pp.	Mamíferos de la alta montaña de Perijá	CORREDOR-CARRILLO DA y Y MUÑOZ-SABA	2007	Pp: 221-233, en: Colombia Biodiversidad Biótica V: la alta montaña de la Serranía de Perijá (JO Rangel-Ch
urn:lsid:catalogueoflife.org:taxon:4f21a683-5e17-11e7-8cee-bc764e092680:col20170824	Small Carnivore Conservation 52 & 53: 84–92.	Noguera-Urbano, E. A. & Ramírez-Chaves, H. E. 2015. Confirmation of the presence of crab-eating raccoon Procyon cancrivorus (Procyonidae) in the Colombian Amazon, hypothesis of distributional area, and comments on juvenile specimens. Small Carnivore Conservation 52 & 53: 84–92.	Confirmation of the presence of crab-eating raccoon Procyon cancrivorus (Procyonidae) in the Colombian Amazon, hypothesis of distributional area, and comments on juvenile specimens	Noguera-Urbano EA, HE Ramírez-Chaves	2015	Small Carnivore Conservation 52 & 53: 84–92.
urn:lsid:catalogueoflife.org:taxon:4f13b379-5e17-11e7-8cee-bc764e092680:col20170824	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:4f20ed73-5e17-11e7-8cee-bc764e092680:col20170824	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:4f1384c6-5e17-11e7-8cee-bc764e092680:col20170824	Informes del Museo del Mar (Universidad Jorge Tadeo Lozano, Bogotá D	VIDAL O. 1990. Lista de los mamíferos acuáticos de Colombia. Informes del Museo del Mar (Universidad Jorge Tadeo Lozano, Bogotá D.C., Colombia) 37:1-18.	Lista de los mamíferos acuáticos de Colombia	VIDAL O	1990	Informes del Museo del Mar (Universidad Jorge Tadeo Lozano, Bogotá D
urn:lsid:catalogueoflife.org:taxon:4f1387c8-5e17-11e7-8cee-bc764e092680:col20170824	Informe del Museo del Mar, Universidad Jorge Tadeo Lozano, Bogotá D	FLÓREZ-GONZÁLEZ L y J CAPELLA-ALZUETA. 1995. Mamíferos Acuáticos de Colombia. Una revisión y nuevas observaciones sobre su presencia, estado del conocimiento y conservación. Informe del Museo del Mar, Universidad Jorge Tadeo Lozano, Bogotá D.C., Colombia, 39:1-29.	Mamíferos Acuáticos de Colombia. Una revisión y nuevas observaciones sobre su presencia, estado del conocimiento y conservación	FLÓREZ-GONZÁLEZ L y J CAPELLA-ALZUETA	1995	Informe del Museo del Mar, Universidad Jorge Tadeo Lozano, Bogotá D
urn:lsid:catalogueoflife.org:taxon:4f138647-5e17-11e7-8cee-bc764e092680:col20170824	Caldasia 15:471-501	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA. 1986. Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución. Caldasia 15:471-501.	Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA	1986	Caldasia 15:471-501
urn:lsid:catalogueoflife.org:taxon:4f138ac8-5e17-11e7-8cee-bc764e092680:col20170824	Trabajo de grado, Facultad de Ciencias, Departamento de Biología, Universidad Nacional de Colombia, Bogotá D.C., Colombia. 205 pp	MORA-PINTO D y M MUÑOZ-HINCAPIE. 1994. Registro y análisis de las muertes y varamientos de mamíferos marinos en el Pacífico colombiano. Trabajo de grado, Facultad de Ciencias, Departamento de Biología, Universidad Nacional de Colombia, Bogotá D.C., Colombia. 205 pp.	Registro y análisis de las muertes y varamientos de mamíferos marinos en el Pacífico colombiano	MORA-PINTO D y M MUÑOZ-HINCAPIE	1994	Trabajo de grado, Facultad de Ciencias, Departamento de Biología, Universidad Nacional de Colombia, Bogotá D.C., Colombia. 205 pp
urn:lsid:catalogueoflife.org:taxon:4f138944-5e17-11e7-8cee-bc764e092680:col20170824	Informe del Museo del Mar, Universidad Jorge Tadeo Lozano, Bogotá D	FLÓREZ-GONZÁLEZ L y J CAPELLA-ALZUETA. 1995. Mamíferos Acuáticos de Colombia. Una revisión y nuevas observaciones sobre su presencia, estado del conocimiento y conservación. Informe del Museo del Mar, Universidad Jorge Tadeo Lozano, Bogotá D.C., Colombia, 39:1-29.	Mamíferos Acuáticos de Colombia. Una revisión y nuevas observaciones sobre su presencia, estado del conocimiento y conservación	FLÓREZ-GONZÁLEZ L y J CAPELLA-ALZUETA	1995	Informe del Museo del Mar, Universidad Jorge Tadeo Lozano, Bogotá D
urn:lsid:catalogueoflife.org:taxon:4f138c49-5e17-11e7-8cee-bc764e092680:col20170824	Pp: 267-272 en: Libro Rojo de los Mamíferos de Colombia (JV Rodríguez-Mahecha, M Alberico, F Trujillo y J Jorgenson, eds	FLÓREZ-GONZÁLEZ L, J CAPELLA y P FALK. 2006a. Ballena jorobada Megaptera novaeangliae. Pp: 267-272 en: Libro Rojo de los Mamíferos de Colombia (JV Rodríguez-Mahecha, M Alberico, F Trujillo y J Jorgenson, eds.). Serie Libros Rojos de Especies Amenazadas de Colombia, Conservación Internacional Colombia, Ministerio de Ambiente, Vivienda y Desarrollo Territorial, Bogotá D.C., Colombia.	Ballena jorobada Megaptera novaeangliae	FLÓREZ-GONZÁLEZ L, J CAPELLA y P FALK	2006	Pp: 267-272 en: Libro Rojo de los Mamíferos de Colombia (JV Rodríguez-Mahecha, M Alberico, F Trujillo y J Jorgenson, eds
