id	description	type	source	created	creator	contributor	license
urn:lsid:catalogueoflife.org:taxon:4f1aadcd-5e17-11e7-8cee-bc764e092680:col20170724	Corponariño | Codechocó | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f1aaf7f-5e17-11e7-8cee-bc764e092680:col20170724	Cormacarena | CDA | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:3b880449-5e17-11e7-8cee-bc764e092680:col20170724	Carder	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4781421c-5e17-11e7-8cee-bc764e092680:col20170724	Cormacarena | Carder | Carsucre | Corponariño | CDA | Corpoamazonía | Corpocaldas | CRQ | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f1ab5cb-5e17-11e7-8cee-bc764e092680:col20170724	Cormacarena | Corponariño | Cortolima | CDA | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
gbif.org/species/10839445	Cortolima | Corpocaldas | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
gbif.org/species/10854704	Cormacarena | CDA | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f1a3d4e-5e17-11e7-8cee-bc764e092680:col20170724	Cormacarena | Cortolima | CDA | Codechocó | Corpoamazonía | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:3b881da3-5e17-11e7-8cee-bc764e092680:col20170724	Cortolima | CDA | Codechocó | Corpoamazonía | Corpocaldas | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:47803b7d-5e17-11e7-8cee-bc764e092680:col20170724	Cormacarena	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f1ab744-5e17-11e7-8cee-bc764e092680:col20170724	Cormacarena | Corpoguajira | Carsucre | Corponariño | CDA | Corpoamazonía | Corpocaldas | CRQ | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:30517ad9-5e17-11e7-8cee-bc764e092680:col20170724	Carder | Cortolima | Codechocó | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f1ab92b-5e17-11e7-8cee-bc764e092680:col20170724	Cormacarena | Corpoguajira | Cortolima | CDA | Codechocó | Corpoamazonía | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f1abeb6-5e17-11e7-8cee-bc764e092680:col20170724	Codechocó | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
gbif.org/species/9096638							
urn:lsid:catalogueoflife.org:taxon:3b87e779-5e17-11e7-8cee-bc764e092680:col20170724	Cormacarena | Carder | Carsucre | Corponariño | Cortolima | CDA | Codechocó | Corpoamazonía | Corpocaldas | CRQ | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
catalogueoflife.org/data/taxon/874L5							
urn:lsid:catalogueoflife.org:taxon:47802dfc-5e17-11e7-8cee-bc764e092680:col20170724	Cormacarena | CDA | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:47802c6f-5e17-11e7-8cee-bc764e092680:col20170724	CDA | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:47802af2-5e17-11e7-8cee-bc764e092680:col20170724	Corponariño | Codechocó | Corpoamazonía | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f1ac347-5e17-11e7-8cee-bc764e092680:col20170724	Cormacarena | CDA | Codechocó | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:600a5aa8-5e17-11e7-8cee-bc764e092680:col20170724	Carder | Codechocó | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f1a3ecb-5e17-11e7-8cee-bc764e092680:col20170724	Carsucre | Corponariño | Cortolima | CDA | Codechocó | Corpoamazonía | Corpocaldas	Corporaciones autónomas regionales donde tiene presencia la especie					
gbif.org/species/10803613							
urn:lsid:catalogueoflife.org:taxon:4f123caf-5e17-11e7-8cee-bc764e092680:col20170824							
urn:lsid:catalogueoflife.org:taxon:4f1ae9bf-5e17-11e7-8cee-bc764e092680:col20170724	Corponariño | Codechocó | Corpoamazonía | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
gbif.org/species/4265195							
urn:lsid:catalogueoflife.org:taxon:4f1aeb72-5e17-11e7-8cee-bc764e092680:col20170824	Corponariño | CDA | Codechocó | Corpoamazonía | Corpocaldas | CRQ | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:32c05457-5e17-11e7-8cee-bc764e092680:col20170824	Carder | Corponariño | Cortolima | Corpocaldas | CRQ | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f1b34ac-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena | Corpoguajira | Corponariño | Cortolima | CDA | Codechocó | Corpoamazonía | Corpocaldas | CRQ | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:32c04aa8-5e17-11e7-8cee-bc764e092680:col20170824	Carder | CDA | Codechocó | Corpocaldas | CRQ | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f1b41be-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena | CDA | Codechocó | Corpoamazonía | CRQ | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
catalogueoflife.org/data/taxon/BNDHM							
urn:lsid:organismnames.com:name:5588386							
gbif.org/species/9079905							
urn:lsid:catalogueoflife.org:taxon:2caa4c44-5e17-11e7-8cee-bc764e092680:col20170824							
urn:lsid:catalogueoflife.org:taxon:25bc13e3-5e17-11e7-8cee-bc764e092680:col20170824							
urn:lsid:catalogueoflife.org:taxon:4a036891-5e17-11e7-8cee-bc764e092680:col20170824							
urn:lsid:catalogueoflife.org:taxon:4a036a1e-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena | Codechocó | Corpoamazonía | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f1b8646-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena | Carder | Carsucre | Corponariño | Cortolima | CDA | Codechocó | Corpoamazonía | Corpocaldas | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
gbif.org/es/species/11163613	Carder	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f11d44a-5e17-11e7-8cee-bc764e092680:col20170824	Corponariño	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f1bafb7-5e17-11e7-8cee-bc764e092680:col20170824	Carder | Corponariño | Cortolima | CDA | Corpocaldas | CRQ | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
gbif.org/species/8731906							
urn:lsid:organismnames.com:name:5133798							
urn:lsid:catalogueoflife.org:taxon:4f1bc77a-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena | Corponariño | Cortolima | CDA | Codechocó | Corpoamazonía | Corpocaldas | CRQ | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f1bca98-5e17-11e7-8cee-bc764e092680:col20170824	Carder | Corponariño | CDA | Codechocó | Corpocaldas | CRQ | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
gbif.org/es/species/11120304							
urn:lsid:catalogueoflife.org:taxon:4f1bd6d2-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena | Carder | Cortolima | CDA | Codechocó | Corpoamazonía | Corpocaldas | CRQ | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f1be575-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:2cc91309-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena | Corponariño | Cortolima | Coralina | CDA | Codechocó | Corpocaldas | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f1c6d11-5e17-11e7-8cee-bc764e092680:col20170824	Corpoguajira	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f220ba7-5e17-11e7-8cee-bc764e092680:col20170724	Carder | Corpoguajira | Corponariño | Cortolima | Codechocó | Corpocaldas | CRQ | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f221063-5e17-11e7-8cee-bc764e092680:col20170724	Cormacarena | CDA | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f221f7c-5e17-11e7-8cee-bc764e092680:col20170724	Cormacarena | CDA	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4a02cdb3-5e17-11e7-8cee-bc764e092680:col20170724	Cormacarena | Carder | Carsucre | Corponariño | Cortolima | CDA | Corpoamazonía | Corpocaldas | CRQ | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
gbif.org/species/9046312	Cormacarena | Corponariño | CDA | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f221aeb-5e17-11e7-8cee-bc764e092680:col20170724	Cormacarena | CDA	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:24c81a30-5e17-11e7-8cee-bc764e092680:col20170724	Carder | Corponariño | Cortolima | CDA | Codechocó | Corpocaldas | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:24c7ec5a-5e17-11e7-8cee-bc764e092680:col20170724	Cormacarena | Corpoguajira | Cortolima | CDA | Corpoamazonía | Corpocaldas	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4781b9a1-5e17-11e7-8cee-bc764e092680:col20170724	Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4781bca1-5e17-11e7-8cee-bc764e092680:col20170724	Cormacaren | Carder | Corponariño | Cortolima | CDA | Codechocó | Corpoamazonía | Corpocaldas | CRQ | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
gbif.org/species/2439929							
urn:lsid:catalogueoflife.org:taxon:63138889-5e17-11e7-8cee-bc764e092680:col20170724	Cormacarena | Carder | Carsucre | Corponariño | Cortolima | CDA | Codechocó | Corpoamazonía | Corpocaldas | CRQ | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:477d3dcc-5e17-11e7-8cee-bc764e092680:col20170724	Cormacaren | Carder | Corpoguajira | Corponariño | Cortolima | Codechocó | Corpocaldas | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4781bb22-5e17-11e7-8cee-bc764e092680:col20170724	CDA | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4781c5ab-5e17-11e7-8cee-bc764e092680:col20170724							
urn:lsid:catalogueoflife.org:taxon:4781c723-5e17-11e7-8cee-bc764e092680:col20170724	Cormacarena	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4781c89e-5e17-11e7-8cee-bc764e092680:col20170724	Corpoguajira	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4781cd0f-5e17-11e7-8cee-bc764e092680:col20170724	Cormacarena | CDA	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:1af20201-5e17-11e7-8cee-bc764e092680:col20170724	Codechocó | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
gbif.org/species/8903242							
gbif.org/species/10748731	Carder | Carsucre | Corponariño | Cortolima | Codechocó | Corpocaldas | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
eol.org/pages/60776966							
urn:lsid:catalogueoflife.org:taxon:478190ea-5e17-11e7-8cee-bc764e092680:col20170724	Cormacarena | CDA | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
mammaldiversity.org/explore.html#species-id=1000045							
urn:lsid:catalogueoflife.org:taxon:477d4ff6-5e17-11e7-8cee-bc764e092680:col20170724							
urn:lsid:catalogueoflife.org:taxon:47819553-5e17-11e7-8cee-bc764e092680:col20170724	Corpoguajira | Carsucre | Cortolima | Corpocaldas | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:478196d3-5e17-11e7-8cee-bc764e092680:col20170724	Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
mammaldiversity.org/explore.html#species-id=1000056							
gbif.org/species/10075579	Cormacarena | CDA | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:478199c4-5e17-11e7-8cee-bc764e092680:col20170724	Corpoguajira	Corporaciones autónomas regionales donde tiene presencia la especie					
gbif.org/es/species/11909571	Corponariño | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:477d46ad-5e17-11e7-8cee-bc764e092680:col20170724	Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
gbif.org/species/10819052	Cormacaren | Carder | Corpoguajira | Corponariño | Corpocaldas | CRQ | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
gbif.org/es/species/11176526	Corpocaldas	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:1af1f7f6-5e17-11e7-8cee-bc764e092680:col20170724							
gbif.org/es/species/11130407							
urn:lsid:catalogueoflife.org:taxon:1af1fdc3-5e17-11e7-8cee-bc764e092680:col20170724	Corpoamazonía | Corpocaldas	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:organismnames.com:name:5474186							
urn:lsid:catalogueoflife.org:taxon:49fdd13d-5e17-11e7-8cee-bc764e092680:col20170724	Cormacarena | Carder | Cortolima | CDA | Corpoamazonía | Corpocaldas | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:49fdd48a-5e17-11e7-8cee-bc764e092680:col20170724	CDA	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:organismnames.com:name:1707377	Corponariño | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:477d52e9-5e17-11e7-8cee-bc764e092680:col20170724	Corpoamazonía | Corpocaldas	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:477d2929-5e17-11e7-8cee-bc764e092680:col20170724	Cormacarena | CDA	Corporaciones autónomas regionales donde tiene presencia la especie					
catalogueoflife.org/data/taxon/7KM2C							
itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=709508#null	Corponariño | Codechocó | Corpocaldas | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:2cc8e967-5e17-11e7-8cee-bc764e092680:col20170724							
urn:lsid:catalogueoflife.org:taxon:2cc8e7ec-5e17-11e7-8cee-bc764e092680:col20170724	Carder | Corpocaldas	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:2caab16e-5e17-11e7-8cee-bc764e092680:col20170724	Carder | Cortolima	Corporaciones autónomas regionales donde tiene presencia la especie					
gbif.org/species/10733462							
gbif.org/species/9130702							
urn:lsid:catalogueoflife.org:taxon:3b92feba-5e17-11e7-8cee-bc764e092680:col20170724	Corponariño | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:2caa02de-5e17-11e7-8cee-bc764e092680:col20170724							
urn:lsid:catalogueoflife.org:taxon:3b930060-5e17-11e7-8cee-bc764e092680:col20170724	CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:organismnames.com:name:5711537	CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:organismnames.com:name:5711536	Corponariño	Corporaciones autónomas regionales donde tiene presencia la especie					
gbif.org/species/9225316							
urn:lsid:catalogueoflife.org:taxon:4a02e37a-5e17-11e7-8cee-bc764e092680:col20170724							
gbif.org/species/10000105	Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
gbif.org/species/8849391							
gbif.org/species/8575274	Carder | Cortolima | Corpocaldas | CRQ	Corporaciones autónomas regionales donde tiene presencia la especie					
gbif.org/species/9871510							
urn:lsid:catalogueoflife.org:taxon:477d2db4-5e17-11e7-8cee-bc764e092680:col20170724	Carder | Codechocó | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:477d2f6b-5e17-11e7-8cee-bc764e092680:col20170724	Carder | Corponariño | Cortolima | Corpocaldas | CRQ | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
gbif.org/species/2440897	Codechocó | Corpoamazonía | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f2010e3-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena | Carder | Corponariño | Cortolima | Corpocaldas | CRQ | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f200f4b-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena | Corpoguajira | CDA | Corpoamazonía | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f22071c-5e17-11e7-8cee-bc764e092680:col20170724	Cormacarena | Carsucre | CDA | Codechocó | Corpoamazonía | Corpocaldas | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f222593-5e17-11e7-8cee-bc764e092680:col20170724	Cormacarena | Corponariño | Cortolima | CDA | Corpoamazonía | CRQ	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f222722-5e17-11e7-8cee-bc764e092680:col20170724	Carder | Carsucre | Corponariño | Codechocó | Corpoamazonía | Corpocaldas | CRQ | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
gbif.org/species/10328744	Cormacarena | CDA | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
gbif.org/species/9934212	Carder | Corponariño | Codechocó | Corpoamazonía | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f222a30-5e17-11e7-8cee-bc764e092680:col20170724	Cormacarena | CDA | Corpoamazonía | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f222bb7-5e17-11e7-8cee-bc764e092680:col20170724	Carder | Corpoguajira | Carsucre | Corponariño | Cortolima | Codechocó | Corpocaldas | CRQ | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f222d66-5e17-11e7-8cee-bc764e092680:col20170724	Cormacarena | CDA | Codechocó | Corpoamazonía | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:1aeb9e51-5e17-11e7-8cee-bc764e092680:col20170824	Carder | Corponariño | Codechocó | Corpoamazonía | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:1aeb83da-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena | Carder | Corpoguajira | Carsucre | Corponariño | Cortolima | CDA | Corpocaldas | CRQ | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:49ffd9d5-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena | CDA	Corporaciones autónomas regionales donde tiene presencia la especie					
gbif.org/species/2436641	Carder | Corponariño | Codechocó | Corpoamazonía | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:3b0a2ac0-5e17-11e7-8cee-bc764e092680:col20170824	Corpoguajira | Corpocaldas	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:3b0a293f-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena | Corponariño | CDA	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:1da1e033-5e17-11e7-8cee-bc764e092680:col20170824	Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:3b0d8221-5e17-11e7-8cee-bc764e092680:col20170824	Carsucre	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:5a8b1855-5e17-11e7-8cee-bc764e092680:col20170824	Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:5a8aede6-5e17-11e7-8cee-bc764e092680:col20170824	CDA | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:1aeb89b7-5e17-11e7-8cee-bc764e092680:col20170824	Codechocó | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:1aeb8d14-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena | CDA	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:1aeb9028-5e17-11e7-8cee-bc764e092680:col20170824	Cortolima | Corpocaldas	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:1aeb95dd-5e17-11e7-8cee-bc764e092680:col20170824	Carsucre | Codechocó | Corpoamazonía | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:1aeb8100-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:3b0b4678-5e17-11e7-8cee-bc764e092680:col20170824	Carsucre | Corpoamazonía | Corpocaldas	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:3b0b4396-5e17-11e7-8cee-bc764e092680:col20170824	Corpoamazonía | CRQ	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:49ffd225-5e17-11e7-8cee-bc764e092680:col20170824	Carder | Corponariño | Cortolima | Corpoamazonía | Corpocaldas | CRQ | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:1a85adf5-5e17-11e7-8cee-bc764e092680:col20170824	Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:49ffd53f-5e17-11e7-8cee-bc764e092680:col20170824	CDA | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:49ffd6c0-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena | CDA | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:3b0b4503-5e17-11e7-8cee-bc764e092680:col20170824	Codechocó | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:49fffae0-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena | Carsucre | Corponariño | CDA	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:49fffdf0-5e17-11e7-8cee-bc764e092680:col20170824	Carder | Carsucre | Corponariño | Codechocó | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:3b0b4f43-5e17-11e7-8cee-bc764e092680:col20170824	Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:3b0b4ae0-5e17-11e7-8cee-bc764e092680:col20170824	Corpoguajira | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:3b0b4c53-5e17-11e7-8cee-bc764e092680:col20170824	Carsucre | Corpoamazonía | Corpocaldas	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:3b0d41ab-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena | CDA | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:3b0c1730-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena | Corponariño | CDA | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4a0008ef-5e17-11e7-8cee-bc764e092680:col20170824	CDA | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
gbif.org/species/9527247	Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
gbif.org/species/9335792	Cormacarena | CDA | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
gbif.org/species/9407885							
urn:lsid:catalogueoflife.org:taxon:53e2504f-5e17-11e7-8cee-bc764e092680:col20170824	Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:5a8af629-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:5a8b5194-5e17-11e7-8cee-bc764e092680:col20170824	Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:5a8b4e82-5e17-11e7-8cee-bc764e092680:col20170824	Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
gbif.org/species/9250812	Cormacarena | CDA | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4a01283a-5e17-11e7-8cee-bc764e092680:col20170824	Corponariño | CDA	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4a012ce4-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena | Corponariño | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:3b8db4c0-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena | Carder | CDA | Codechocó | Corpoamazonía | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:3b8db328-5e17-11e7-8cee-bc764e092680:col20170824	Carsucre | Codechocó | Corpocaldas | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:3b8722b7-5e17-11e7-8cee-bc764e092680:col20170824	Corpocaldas	Corporaciones autónomas regionales donde tiene presencia la especie					
