id	description	type	source	created	creator	contributor	license
urn:lsid:organismnames.com:name:3484299	Cormacarena | Corponariño | CDA | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f16759f-5e17-11e7-8cee-bc764e092680:col20170824	Carder | Corponariño | Cortolima | Corpoamazonía | Corpocaldas | CRQ | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
eol.org/pages/Mazama%20sanctaemartae	Corpoguajira | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:259114ac-5e17-11e7-8cee-bc764e092680:col20170824	Codechocó | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:organismnames.com:name:3484302	Cormacaren	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:organismnames.com:name:3535811	Cortolima	Corporaciones autónomas regionales donde tiene presencia la especie					
gbif.org/species/8086627	Cormacarena | Corpoguajira | CDA | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
catalogueoflife.org/data/taxon/BNR3Q							
catalogueoflife.org/data/taxon/BNR4K	Corponariño	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f167916-5e17-11e7-8cee-bc764e092680:col20170824	Carder | Corponariño | Cortolima | CRQ | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:2cb68cb7-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena | Carder | Corponariño | Cortolima | CDA | Codechocó | Corpocaldas | CRQ | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:2cb68e47-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena | Corpoguajira | CDA | Codechocó | CRQ | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:2cb69ec5-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena | CDA | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f145f2d-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena | Carder | Carsucre | Corponariño | Cortolima | CDA | Codechocó | Corpoamazonía | Corpocaldas | CRQ | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:3b85b472-5e17-11e7-8cee-bc764e092680:col20170824	Corponariño | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f146240-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena | CDA | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f13d30f-5e17-11e7-8cee-bc764e092680:col20170824							
gbif.org/es/species/165212249	Corponariño	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:2caa3e00-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena | Carder | Corponariño | Cortolima | CDA | Codechocó | Corpoamazonía | Corpocaldas | CRQ | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
departments.bucknell.edu/biology/resources/msw3/browse.asp?s=y&id=14000114	Carder | Cortolima | CDA | Corpocaldas | CRQ | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:2caa3c6c-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena | Corponariño | Cortolima | CDA | Codechocó | Corpoamazonía | Corpocaldas | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f13c529-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena | Corponariño | Cortolima | CDA | Codechocó | Corpoamazonía | Corpocaldas | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:2caa2bb9-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena | Carder | Corponariño | Cortolima | CDA | Codechocó | Corpoamazonía | Corpocaldas | CRQ | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:3b899e11-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena | Carder | Carsucre | Corponariño | Cortolima | CDA | Codechocó | Corpoamazonía | CRQ | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f216fda-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena | Corponariño | Corpoamazonía | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f2172f3-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena | Carder | Corponariño | Cortolima | CDA | Codechocó | Corpoamazonía | Corpocaldas | CRQ | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f217612-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena | Carsucre | Corponariño | Cortolima | CDA | Corpoamazonía | Corpocaldas | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f215385-5e17-11e7-8cee-bc764e092680:col20170824	Carder | Corponariño | Cortolima | CDA | Codechocó | Corpocaldas | CRQ | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:organismnames.com:name:5599121	Codechocó | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:organismnames.com:name:5657481	Cormacarena | Carder | Corpoguajira | Corponariño | Cortolima | CDA | Codechocó | Corpoamazonía | Corpocaldas | CRQ | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f215d12-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena | CDA | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f13e7de-5e17-11e7-8cee-bc764e092680:col20170824	Corponariño | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f13e96b-5e17-11e7-8cee-bc764e092680:col20170824	Corponariño | Codechocó | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f13eaf7-5e17-11e7-8cee-bc764e092680:col20170824							
urn:lsid:catalogueoflife.org:taxon:4f13da0a-5e17-11e7-8cee-bc764e092680:col20170824	Corponariño | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f21f1f4-5e17-11e7-8cee-bc764e092680:col20170824	Corponariño | Corpoamazonía | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
gbif.org/species/2434814	Corpoamazonía | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f219a26-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:2caa5700-5e17-11e7-8cee-bc764e092680:col20170824	Corponariño | Codechocó | Corpoamazonía | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:2cb2b305-5e17-11e7-8cee-bc764e092680:col20170824	Carder	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:3b860605-5e17-11e7-8cee-bc764e092680:col20170824	Corponariño | Codechocó	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f13b695-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena | Carder | CDA | Corpocaldas | CRQ | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f21a4f6-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena | Carder | Corponariño | Cortolima | Corpocaldas | CRQ | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f21a1c7-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena | Carder | Carsucre | Corponariño | Cortolima | CDA | Codechocó | Corpoamazonía | Corpocaldas | CRQ | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f21a683-5e17-11e7-8cee-bc764e092680:col20170824	Carder | Corponariño | Cortolima | CDA | Codechocó | Corpocaldas | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f13b379-5e17-11e7-8cee-bc764e092680:col20170824	Carsucre | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f20ed73-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena | Carder | Corponariño | Cortolima | Codechocó | Corpocaldas | CRQ | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f1384c6-5e17-11e7-8cee-bc764e092680:col20170824	Corpoguajira | Carsucre | Corponariño | Coralina | Codechocó | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f1387c8-5e17-11e7-8cee-bc764e092680:col20170824	Corpoguajir | Carsucre | Corponariño | Coralina | Codechocó | Corpoamazonía | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f138647-5e17-11e7-8cee-bc764e092680:col20170824	Corponariño | Codechocó | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f138ac8-5e17-11e7-8cee-bc764e092680:col20170824	Corpoamazonía | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f138944-5e17-11e7-8cee-bc764e092680:col20170824	CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f138c49-5e17-11e7-8cee-bc764e092680:col20170824	Corponariño | Corpoamazonía | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:47809832-5e17-11e7-8cee-bc764e092680:col20170824	Corponariño | Codechocó | Corpoamazonía | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:3b88da89-5e17-11e7-8cee-bc764e092680:col20170824	Corponariño | Codechocó | Corpoamazonía | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:20e6026d-5e17-11e7-8cee-bc764e092680:col20170824	Corpoguajira | Corponariño | Coralina | Codechocó | Corpoamazonía | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:3b88d77b-5e17-11e7-8cee-bc764e092680:col20170824	Carsucre | Corponariño | Codechocó | Corpoamazonía | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:478099b8-5e17-11e7-8cee-bc764e092680:col20170824	Codechocó | Corpoamazonía | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:20e5ff88-5e17-11e7-8cee-bc764e092680:col20170824	Corponariño | Codechocó | Corpoamazonía | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:3b88d904-5e17-11e7-8cee-bc764e092680:col20170824	Corponariño | Codechocó | Corpoamazonía | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:20e603de-5e17-11e7-8cee-bc764e092680:col20170824	Corpoamazonía | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4a032f6f-5e17-11e7-8cee-bc764e092680:col20170824	CDA | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:1855d274-5e17-11e7-8cee-bc764e092680:col20170824	Codechocó | Corpoamazonía | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4a02e817-5e17-11e7-8cee-bc764e092680:col20170824	Corpoguajira | Corponariño | Codechocó | Corpoamazonía | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:organismnames.com:name:271977							
urn:lsid:catalogueoflife.org:taxon:47809538-5e17-11e7-8cee-bc764e092680:col20170824	Corpoguajira | Corponariño | Codechocó | Corpoamazonía | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:3b8608d2-5e17-11e7-8cee-bc764e092680:col20170824	Corpoguajira | Carsucre | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4a02e9a0-5e17-11e7-8cee-bc764e092680:col20170824	Corpoguajira | Corponariño | Codechocó | Corpoamazonía | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4a032ad3-5e17-11e7-8cee-bc764e092680:col20170824	Corponariño | Codechocó | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4a0330fc-5e17-11e7-8cee-bc764e092680:col20170824	Corpoguajira | Carsucre | Corponariño | Coralina | Codechocó | Corpoamazonía | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4a032328-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena | CDA | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f136415-5e17-11e7-8cee-bc764e092680:col20170824	Carsucre | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f136590-5e17-11e7-8cee-bc764e092680:col20170824	Corponariño | Codechocó | Corpoamazonía | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:478043fc-5e17-11e7-8cee-bc764e092680:col20170824	Corpoguajira | Carsucre | Corponariño | Coralina | Codechocó | Corpoamazonía | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f1381bd-5e17-11e7-8cee-bc764e092680:col20170824	Corponariño | Codechocó	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f1374e6-5e17-11e7-8cee-bc764e092680:col20170824	Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f136a05-5e17-11e7-8cee-bc764e092680:col20170824	Coralina | Codechocó | Corpoamazonía | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f19a77b-5e17-11e7-8cee-bc764e092680:col20170724	Codechocó | Corpoamazonía | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:3b88553d-5e17-11e7-8cee-bc764e092680:col20170724	Codechocó | Corpoamazonía | Corpocaldas | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f19abee-5e17-11e7-8cee-bc764e092680:col20170724	Cormacarena | CDA | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f19b100-5e17-11e7-8cee-bc764e092680:col20170724	Cormacarena | CDA | Codechocó | Corpoamazonía | Corpocaldas | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f19b27e-5e17-11e7-8cee-bc764e092680:col20170724	CDA | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f19b408-5e17-11e7-8cee-bc764e092680:col20170724	Cormacarena | CDA | Corpoamazonía | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f19b609-5e17-11e7-8cee-bc764e092680:col20170724	CDA | Codechocó | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f19b9e0-5e17-11e7-8cee-bc764e092680:col20170724	CDA | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f19c798-5e17-11e7-8cee-bc764e092680:col20170724	Cormacarena | Carder | CDA | Codechocó | Corpoamazonía | Corpocaldas | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f19c915-5e17-11e7-8cee-bc764e092680:col20170724	Cormacarena | CDA | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f19ca94-5e17-11e7-8cee-bc764e092680:col20170724	Cormacarena | Carsucre | Corponariño | Cortolima | CDA | Codechocó | Corpoamazonía | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
gbif.org/species/9078143	Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f19cc12-5e17-11e7-8cee-bc764e092680:col20170724	Cormacarena | Carsucre | Cortolima | CDA | Codechocó | Corpoamazonía | Corpocaldas | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:3b884979-5e17-11e7-8cee-bc764e092680:col20170724	Codechocó	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f19d53d-5e17-11e7-8cee-bc764e092680:col20170724	Cormacarena | Carder | Carsucre | Corponariño | Cortolima | CDA | Codechocó | Corpoamazonía | Corpocaldas | CRQ | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f19d6ce-5e17-11e7-8cee-bc764e092680:col20170724	Cormacarena | Corpoguajira | Cortolima | CDA | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f19d9e7-5e17-11e7-8cee-bc764e092680:col20170724	Cormacarena | Carder | Carsucre | Cortolima | CDA | Codechocó | Corpoamazonía | Corpocaldas | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f1ae832-5e17-11e7-8cee-bc764e092680:col20170724	Cormacarena | Corpoguajira | CDA | Codechocó | Corpoamazonía | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:3b87a525-5e17-11e7-8cee-bc764e092680:col20170824	Corponariño | Cortolima | Codechocó | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:3b87a3b7-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena	Corporaciones autónomas regionales donde tiene presencia la especie					
mammaldiversity.org/explore.html#species-id=1006540							
urn:lsid:catalogueoflife.org:taxon:3b877b3b-5e17-11e7-8cee-bc764e092680:col20170824	Corpoamazonía | Cormacarena | Carsucre | CDA	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:organismnames.com:name:5379380	Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f1cd361-5e17-11e7-8cee-bc764e092680:col20170824	Corponariño | Cortolima | CDA | Codechocó | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f1cd68d-5e17-11e7-8cee-bc764e092680:col20170824							
urn:lsid:catalogueoflife.org:taxon:2ab41f84-5e17-11e7-8cee-bc764e092680:col20170824	CDA | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4a033288-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena | CDA | Codechocó | Corpoamazonía | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f12744e-5e17-11e7-8cee-bc764e092680:col20170824	Corpoguajira	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4a02be10-5e17-11e7-8cee-bc764e092680:col20170824	CDA | Codechocó | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:3b8777b5-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
gbif.org/species/2432995	CDA | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f1ce1a8-5e17-11e7-8cee-bc764e092680:col20170824	CDA | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f1ce4b7-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena | Cortolima | CDA | Codechocó | Corpoamazonía | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:organismnames.com:name:5695805							
urn:lsid:catalogueoflife.org:taxon:4f1ceb7d-5e17-11e7-8cee-bc764e092680:col20170824	Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
gbif.org/species/5218726	Cormacarena | Carder | Corponariño | Codechocó | Corpoamazonía | Corpocaldas | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:3b8771dd-5e17-11e7-8cee-bc764e092680:col20170824	Cortolima | CDA | Corpoamazonía	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4a02c188-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena | Carder | Corponariño | Cortolima | Coralina | CDA | Codechocó | Corpoamazonía | Corpocaldas | CRQ | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f1ce9e4-5e17-11e7-8cee-bc764e092680:col20170824	CDA | Codechocó | Corpoamazonía | Corpocaldas | CRQ | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:3b876cff-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena | Cortolima | CDA | Corpoamazonía | Corpocaldas	Corporaciones autónomas regionales donde tiene presencia la especie					
gbif.org/species/7456473	CDA	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f1d172a-5e17-11e7-8cee-bc764e092680:col20170824	CDA	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f1d18b0-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena | CDA | Corpoamazonía | Corpocaldas	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4a02c4a4-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena | CDA | Codechocó	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f1d2260-5e17-11e7-8cee-bc764e092680:col20170824	Corponariño | Cortolima | CDA | Codechocó | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f1d23ef-5e17-11e7-8cee-bc764e092680:col20170824	CDA	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4a02c626-5e17-11e7-8cee-bc764e092680:col20170824	Cormacarena | Carder | Corponariño | CDA | Codechocó | Corpoamazonía | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4a034a5b-5e17-11e7-8cee-bc764e092680:col20170724	Corpoguajira | Carsucre | Cortolima | CDA | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f1ad8c3-5e17-11e7-8cee-bc764e092680:col20170724	Corpoguajira | CDA	Corporaciones autónomas regionales donde tiene presencia la especie					
catalogueoflife.org/data/taxon/874KB	Cortolima	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f1ada3f-5e17-11e7-8cee-bc764e092680:col20170724	Corpoguajira | Carsucre | CDA	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f1add64-5e17-11e7-8cee-bc764e092680:col20170724	Corpoguajira | Carsucre | CDA	Corporaciones autónomas regionales donde tiene presencia la especie					
gbif.org/species/8110352	CDA	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:3b87dbba-5e17-11e7-8cee-bc764e092680:col20170724	Coralina	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:2cab3911-5e17-11e7-8cee-bc764e092680:col20170724	Coralina	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f1ae51c-5e17-11e7-8cee-bc764e092680:col20170724	Cormacarena | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f1ad73a-5e17-11e7-8cee-bc764e092680:col20170724	Cormacarena | Corpoguajira | Carsucre | Cortolima | CDA | Codechocó | Corpoamazonía | Corpocaldas | CRQ | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4a034d75-5e17-11e7-8cee-bc764e092680:col20170724	Cormacarena | Carsucre | Corponariño | Cortolima | CDA | Codechocó | Corpoamazonía | Corpocaldas | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:organismnames.com:name:2538809							
urn:lsid:catalogueoflife.org:taxon:478030f5-5e17-11e7-8cee-bc764e092680:col20170724	Corponariño | Codechocó | CRQ	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:47803272-5e17-11e7-8cee-bc764e092680:col20170724	Codechocó | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f1d3b27-5e17-11e7-8cee-bc764e092680:col20170724	Corponariño | CRQ | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f1a5465-5e17-11e7-8cee-bc764e092680:col20170724	Cormacarena | Carder | Corponariño | Cortolima | CDA | Codechocó | Corpoamazonía | Corpocaldas | CRQ | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f1239b7-5e17-11e7-8cee-bc764e092680:col20170724	Carder | Corponariño	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f1a55f8-5e17-11e7-8cee-bc764e092680:col20170724	Cormacarena | Carder | Corpoguajira | Corponariño | Cortolima | CDA | Codechocó | Corpoamazonía | Corpocaldas | CRQ | CVC | CVS	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:4f1a57d6-5e17-11e7-8cee-bc764e092680:col20170724	Carder | CDA | CVC	Corporaciones autónomas regionales donde tiene presencia la especie					
urn:lsid:catalogueoflife.org:taxon:3b883f83-5e17-11e7-8cee-bc764e092680:col20170724							
urn:lsid:catalogueoflife.org:taxon:4f125295-5e17-11e7-8cee-bc764e092680:col20170724	Carder | Corponariño | Cortolima | Corpocaldas | CRQ	Corporaciones autónomas regionales donde tiene presencia la especie					
