id	isMarine	isFreshwater	isTerrestrial
urn:lsid:catalogueoflife.org:taxon:4f1a2ed8-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f1a3066-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f1a31ef-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
gbif.org/species/5787387	FALSO	FALSO	VERDADERO
gbif.org/species/8883987	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f1ac654-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f1ac7da-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f1ac95d-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f1acaeb-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
gbif.org/species/7355454	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f1acc77-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
gbif.org/species/5787383	FALSO	FALSO	VERDADERO
gbif.org/species/5787386	FALSO	FALSO	VERDADERO
gbif.org/species/8742134	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f1ad122-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f1ad2b7-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f1a732d-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f1a74d3-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f1a771d-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f1aa31c-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f1aa4a8-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:47813f1a-5e17-11e7-8cee-bc764e092680:col20170927	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f1aa62c-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f1aa7af-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f1aa938-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
gbif.org/species/10787745	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f11df75-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f1aac44-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f1aadcd-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f1aaf7f-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:3b880449-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4781421c-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f1ab5cb-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
gbif.org/species/10839445	FALSO	FALSO	VERDADERO
gbif.org/species/10854704	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f1a3d4e-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:3b881da3-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:47803b7d-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f1ab744-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:30517ad9-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f1ab92b-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f1abeb6-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
gbif.org/species/9096638	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:3b87e779-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
catalogueoflife.org/data/taxon/874L5	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:47802dfc-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:47802c6f-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:47802af2-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f1ac347-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:600a5aa8-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f1a3ecb-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
gbif.org/species/10803613	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f123caf-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f1ae9bf-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
gbif.org/species/4265195	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f1aeb72-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:32c05457-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f1b34ac-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:32c04aa8-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f1b41be-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
catalogueoflife.org/data/taxon/BNDHM	FALSO	FALSO	VERDADERO
urn:lsid:organismnames.com:name:5588386	FALSO	FALSO	VERDADERO
gbif.org/species/9079905	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:2caa4c44-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:25bc13e3-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4a036891-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4a036a1e-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f1b8646-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
gbif.org/es/species/11163613	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f11d44a-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f1bafb7-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
gbif.org/species/8731906	FALSO	FALSO	VERDADERO
urn:lsid:organismnames.com:name:5133798	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f1bc77a-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f1bca98-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
gbif.org/es/species/11120304	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f1bd6d2-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f1be575-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:2cc91309-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f1c6d11-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f220ba7-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f221063-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f221f7c-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4a02cdb3-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
gbif.org/species/9046312	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f221aeb-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:24c81a30-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:24c7ec5a-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4781b9a1-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4781bca1-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
gbif.org/species/2439929	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:63138889-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:477d3dcc-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4781bb22-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4781c5ab-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4781c723-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4781c89e-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4781cd0f-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:1af20201-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
gbif.org/species/8903242	FALSO	FALSO	VERDADERO
gbif.org/species/10748731	FALSO	FALSO	VERDADERO
eol.org/pages/60776966	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:478190ea-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
mammaldiversity.org/explore.html#species-id=1000045	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:477d4ff6-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:47819553-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:478196d3-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
mammaldiversity.org/explore.html#species-id=1000056	FALSO	FALSO	VERDADERO
gbif.org/species/10075579	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:478199c4-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
gbif.org/es/species/11909571	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:477d46ad-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
gbif.org/species/10819052	FALSO	FALSO	VERDADERO
gbif.org/es/species/11176526	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:1af1f7f6-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
gbif.org/es/species/11130407	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:1af1fdc3-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:organismnames.com:name:5474186	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:49fdd13d-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:49fdd48a-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:organismnames.com:name:1707377	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:477d52e9-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:477d2929-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
catalogueoflife.org/data/taxon/7KM2C	FALSO	FALSO	VERDADERO
itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=709508#null	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:2cc8e967-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:2cc8e7ec-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:2caab16e-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
gbif.org/species/10733462	FALSO	FALSO	VERDADERO
gbif.org/species/9130702	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:3b92feba-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:2caa02de-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:3b930060-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:organismnames.com:name:5711537	FALSO	FALSO	VERDADERO
urn:lsid:organismnames.com:name:5711536	FALSO	FALSO	VERDADERO
gbif.org/species/9225316	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4a02e37a-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
gbif.org/species/10000105	FALSO	FALSO	VERDADERO
gbif.org/species/8849391	FALSO	FALSO	VERDADERO
gbif.org/species/8575274	FALSO	FALSO	VERDADERO
gbif.org/species/9871510	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:477d2db4-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:477d2f6b-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
gbif.org/species/2440897	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f2010e3-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f200f4b-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f22071c-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f222593-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f222722-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
gbif.org/species/10328744	FALSO	FALSO	VERDADERO
gbif.org/species/9934212	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f222a30-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f222bb7-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f222d66-5e17-11e7-8cee-bc764e092680:col20170724	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:1aeb9e51-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:1aeb83da-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:49ffd9d5-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
gbif.org/species/2436641	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:3b0a2ac0-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:3b0a293f-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:1da1e033-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:3b0d8221-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:5a8b1855-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:5a8aede6-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:1aeb89b7-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:1aeb8d14-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:1aeb9028-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:1aeb95dd-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:1aeb8100-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:3b0b4678-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:3b0b4396-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:49ffd225-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:1a85adf5-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:49ffd53f-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:49ffd6c0-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:3b0b4503-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:49fffae0-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:49fffdf0-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:3b0b4f43-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:3b0b4ae0-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:3b0b4c53-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:3b0d41ab-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:3b0c1730-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4a0008ef-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
gbif.org/species/9527247	FALSO	FALSO	VERDADERO
gbif.org/species/9335792	FALSO	FALSO	VERDADERO
gbif.org/species/9407885	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:53e2504f-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:5a8af629-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:5a8b5194-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:5a8b4e82-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
gbif.org/species/9250812	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4a01283a-5e17-11e7-8cee-bc764e092680:col20170824	VERDADERO	FALSO	FALSO
urn:lsid:catalogueoflife.org:taxon:4a012ce4-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:3b8db4c0-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:3b8db328-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:3b8722b7-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:3b872140-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:1a9b773b-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:1a9b830a-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
gbif.org/es/species/11765871	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:1a9b8473-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:4f153d05-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
gbif.org/species/5786937	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:2ca26e15-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:2ca26c9f-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:23418e0c-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:32a40f92-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:3b1e25e8-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
gbif.org/species/2438903	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:23418f7d-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:49fcb1a1-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:49fcc164-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
gbif.org/es/species/11859903	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:49fcc639-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:49fcc7c5-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:organismnames.com:name:5656422	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:3b897c76-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:3b897de7-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:49fe77b0-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:49fe748e-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
gbif.org/species/5706777	FALSO	FALSO	VERDADERO
gbif.org/species/5786878	FALSO	FALSO	VERDADERO
gbif.org/species/5706775	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:49fe6f82-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:20f1f357-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:2ab4452d-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:2cab4386-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:2cab4204-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
gbif.org/species/7887692	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:23663543-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:3b87116c-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:3b870e9c-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:zoobank.org:act:FB716D66-3D57-40A0-9E48-0E8A5A9B402E	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:3badb509-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
urn:lsid:catalogueoflife.org:taxon:3b92cec2-5e17-11e7-8cee-bc764e092680:col20170824	FALSO	FALSO	VERDADERO
