id	vernacularName	source	language	locality
urn:lsid:catalogueoflife.org:taxon:4f222a30-5e17-11e7-8cee-bc764e092680:col20170724	Walii	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	Wayú. Familia Lingüística Arawak	
urn:lsid:catalogueoflife.org:taxon:4f222a30-5e17-11e7-8cee-bc764e092680:col20170724	Bucó	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	Yebá Masá o Barasana. Familia Lingüística Tukano Oriental	
urn:lsid:catalogueoflife.org:taxon:4f222a30-5e17-11e7-8cee-bc764e092680:col20170724	Jianku	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	Okaima. Familia Lingüística Huitoto	
urn:lsid:catalogueoflife.org:taxon:4f222a30-5e17-11e7-8cee-bc764e092680:col20170724	Jeeji	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	Muinane. Familia Lingüística Bora	
urn:lsid:catalogueoflife.org:taxon:4f222a30-5e17-11e7-8cee-bc764e092680:col20170724	Jeremú | Kíncelet	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	Cuna. Kuna. Familia Lingüística Chibcha	
urn:lsid:catalogueoflife.org:taxon:4f222a30-5e17-11e7-8cee-bc764e092680:col20170724	Isëvín	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	Arhuaco. Bintukua. Ikë o Ijia. Familia Lingüística Chibcha	
urn:lsid:catalogueoflife.org:taxon:4f222a30-5e17-11e7-8cee-bc764e092680:col20170724	Uarí	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	Wayú o Wayúunaiki. Familia Lingüística Arawak	
urn:lsid:catalogueoflife.org:taxon:4f222a30-5e17-11e7-8cee-bc764e092680:col20170724	Aroka	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	Yupka o Macoita. Familia Lingüística Karib	
urn:lsid:catalogueoflife.org:taxon:4f222bb7-5e17-11e7-8cee-bc764e092680:col20170724	Oso palmero | Oso vaballuno | Oso pajizo		es	
urn:lsid:catalogueoflife.org:taxon:4f222bb7-5e17-11e7-8cee-bc764e092680:col20170724	Oso Hormiguero Centroamericano | Zorro hormiguero | Oso hormiguero (generalizados)	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	es	
urn:lsid:catalogueoflife.org:taxon:4f222bb7-5e17-11e7-8cee-bc764e092680:col20170724	Oso colmenero	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	es	Norte del país
urn:lsid:catalogueoflife.org:taxon:4f222bb7-5e17-11e7-8cee-bc764e092680:col20170724	Zorro susurebe o susurete	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	es	Magdalena | Cesar
urn:lsid:catalogueoflife.org:taxon:4f222bb7-5e17-11e7-8cee-bc764e092680:col20170724	Oso amarillo	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	es	Rió Patía. | Cauca
urn:lsid:catalogueoflife.org:taxon:4f222bb7-5e17-11e7-8cee-bc764e092680:col20170724	Collared Anteater | Nortern Tamandua	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	en	
urn:lsid:catalogueoflife.org:taxon:4f222bb7-5e17-11e7-8cee-bc764e092680:col20170724	Kenturábi	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	Chamí. Familia Lingüística Chokó	
urn:lsid:catalogueoflife.org:taxon:4f222bb7-5e17-11e7-8cee-bc764e092680:col20170724	Antarabi | Antarroabi	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	Chokó. Familia Lingüística Chokó	
urn:lsid:catalogueoflife.org:taxon:4f222bb7-5e17-11e7-8cee-bc764e092680:col20170724	Palberque | balbirquí	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	Cuna. Kuna. Familia Lingüística Chibcha	
urn:lsid:catalogueoflife.org:taxon:4f222d66-5e17-11e7-8cee-bc764e092680:col20170724	Oso colmenero | Oso melero | Tamanduá		es	
urn:lsid:catalogueoflife.org:taxon:4f222d66-5e17-11e7-8cee-bc764e092680:col20170724	Oso Hormiguero Amazónico | Oso colmenero | Zorro hormiguero | Southern Tamandua	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	es	
urn:lsid:catalogueoflife.org:taxon:4f222d66-5e17-11e7-8cee-bc764e092680:col20170724	Oso melero	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	es	Orinoquía
urn:lsid:catalogueoflife.org:taxon:4f222d66-5e17-11e7-8cee-bc764e092680:col20170724	Tamandúa	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	es	Amazonia
urn:lsid:catalogueoflife.org:taxon:4f222d66-5e17-11e7-8cee-bc764e092680:col20170724	Chuchahuenico	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	Ingano. Familia Lingüística Quechua	
urn:lsid:catalogueoflife.org:taxon:4f222d66-5e17-11e7-8cee-bc764e092680:col20170724	Ñuju | Juju	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	Piaroa. Familia Lingüística Piaroa	
urn:lsid:catalogueoflife.org:taxon:4f222d66-5e17-11e7-8cee-bc764e092680:col20170724	Wan	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	Puinabe. Familia Lingüística Macu-Cuinave	
urn:lsid:catalogueoflife.org:taxon:4f222d66-5e17-11e7-8cee-bc764e092680:col20170724	Cófia	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	Guahibo. Familia Lingüística Guahibo	
urn:lsid:catalogueoflife.org:taxon:4f222d66-5e17-11e7-8cee-bc764e092680:col20170724	Mijäcu	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	Cubeo. Familia Lingüística Tukano Oriental	
urn:lsid:catalogueoflife.org:taxon:4f222d66-5e17-11e7-8cee-bc764e092680:col20170724	Mulu	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	Yacuna. Familia Lingüística Arawak	
urn:lsid:catalogueoflife.org:taxon:4f222d66-5e17-11e7-8cee-bc764e092680:col20170724	Shiwí	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	Tikuna. Familia Lingüística Tukuna	
urn:lsid:catalogueoflife.org:taxon:4f222d66-5e17-11e7-8cee-bc764e092680:col20170724	"Dobóyi ""clases"" Jukáma | Janábayi"	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	Huitoto. Familia Lingüística Huitoto	
urn:lsid:catalogueoflife.org:taxon:4f222d66-5e17-11e7-8cee-bc764e092680:col20170724	Aate	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	Curripaco. Familia Lingüística Arawak	
urn:lsid:catalogueoflife.org:taxon:4f222d66-5e17-11e7-8cee-bc764e092680:col20170724	Mecabuco | Bucóbocú | Misijacu	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	Yebá Masá o Barasana. Familia Lingüística Tukano Oriental	
urn:lsid:catalogueoflife.org:taxon:4f222d66-5e17-11e7-8cee-bc764e092680:col20170724	Tuuje	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	Muinane. Familia Lingüística Bora	
urn:lsid:catalogueoflife.org:taxon:4f222d66-5e17-11e7-8cee-bc764e092680:col20170724	Warichí	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	Carijona. Familia Lingüística Caribe	
urn:lsid:catalogueoflife.org:taxon:4f222d66-5e17-11e7-8cee-bc764e092680:col20170724	Joha	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	Okaima. Familia Lingüística Huitoto	
urn:lsid:catalogueoflife.org:taxon:1aeb9e51-5e17-11e7-8cee-bc764e092680:col20170824	Mono colorado | Cotudo | Roncador | Araguato | Berreador		es	
urn:lsid:catalogueoflife.org:taxon:1aeb9e51-5e17-11e7-8cee-bc764e092680:col20170824	Aullador Negro | Chongón | Aullador negro | Mono | Mono negro | Mono cotudo	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	es	
urn:lsid:catalogueoflife.org:taxon:1aeb9e51-5e17-11e7-8cee-bc764e092680:col20170824	Güeviblanco	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	es	Chocó
urn:lsid:catalogueoflife.org:taxon:1aeb9e51-5e17-11e7-8cee-bc764e092680:col20170824	Mono chongo	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	es	Sur de la costa pacífica
urn:lsid:catalogueoflife.org:taxon:1aeb9e51-5e17-11e7-8cee-bc764e092680:col20170824	Mono zambo	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	es	Costa Atlántica
urn:lsid:catalogueoflife.org:taxon:1aeb9e51-5e17-11e7-8cee-bc764e092680:col20170824	Black howler | Black howling monkey | Mantled howler monkey	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	en	
urn:lsid:catalogueoflife.org:taxon:1aeb9e51-5e17-11e7-8cee-bc764e092680:col20170824	Kotudú	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	Noahamá	
urn:lsid:catalogueoflife.org:taxon:1aeb9e51-5e17-11e7-8cee-bc764e092680:col20170824	Cuara	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	Chokó. Familia Lingüística Chokó	
urn:lsid:catalogueoflife.org:taxon:1aeb9e51-5e17-11e7-8cee-bc764e092680:col20170824	Uu	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	Cuna. Kuna. Familia Lingüística Chibcha	
urn:lsid:catalogueoflife.org:taxon:1aeb83da-5e17-11e7-8cee-bc764e092680:col20170824	Aullador Colorado | Cotumono | Mono | Mocno colorado | Cotudo| Berreador | Mono Berreador| Bramador | Mono aullador | Araguato	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	es	
urn:lsid:catalogueoflife.org:taxon:1aeb83da-5e17-11e7-8cee-bc764e092680:col20170824	Guariba o Guariba vermelho	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	es	Ocasionalmente en la región de Leticia
urn:lsid:catalogueoflife.org:taxon:1aeb83da-5e17-11e7-8cee-bc764e092680:col20170824	Mono cotudo	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	es	Amazonia
urn:lsid:catalogueoflife.org:taxon:1aeb83da-5e17-11e7-8cee-bc764e092680:col20170824	Mono	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	es	Norte del país | Centro del país
urn:lsid:catalogueoflife.org:taxon:1aeb83da-5e17-11e7-8cee-bc764e092680:col20170824	Bonso	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	es	Tolima | Llanos orientales
urn:lsid:catalogueoflife.org:taxon:1aeb83da-5e17-11e7-8cee-bc764e092680:col20170824	Araguate	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	es	Arauca | Casanare
urn:lsid:catalogueoflife.org:taxon:1aeb83da-5e17-11e7-8cee-bc764e092680:col20170824	Coto	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	es	Caquetá
urn:lsid:catalogueoflife.org:taxon:1aeb83da-5e17-11e7-8cee-bc764e092680:col20170824	Mono bombo	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	es	Putumayo
urn:lsid:catalogueoflife.org:taxon:1aeb83da-5e17-11e7-8cee-bc764e092680:col20170824	Red Howler Monkey	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	en	
urn:lsid:catalogueoflife.org:taxon:1aeb83da-5e17-11e7-8cee-bc764e092680:col20170824	Itsí | Litsí	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	Curripaco. Familia Lingüística Arawak	
urn:lsid:catalogueoflife.org:taxon:1aeb83da-5e17-11e7-8cee-bc764e092680:col20170824	Nëjë	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	Guahibo. Familia Lingüística Guahibo	
urn:lsid:catalogueoflife.org:taxon:1aeb83da-5e17-11e7-8cee-bc764e092680:col20170824	Coto	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	Ingano. Familia Lingüística Quechua	
urn:lsid:catalogueoflife.org:taxon:1aeb83da-5e17-11e7-8cee-bc764e092680:col20170824	Arabata	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	Guaqué	
urn:lsid:catalogueoflife.org:taxon:1aeb83da-5e17-11e7-8cee-bc764e092680:col20170824	Tum	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	Makú	
urn:lsid:catalogueoflife.org:taxon:1aeb83da-5e17-11e7-8cee-bc764e092680:col20170824	Ug	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	Macuna	
urn:lsid:catalogueoflife.org:taxon:1aeb83da-5e17-11e7-8cee-bc764e092680:col20170824	Tome | Name | Iiwa | Cümü	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	Miraña. Familia Lingüística Bora	
urn:lsid:catalogueoflife.org:taxon:1aeb83da-5e17-11e7-8cee-bc764e092680:col20170824	Yu	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	Muinane. Familia Lingüística Bora	
urn:lsid:catalogueoflife.org:taxon:1aeb83da-5e17-11e7-8cee-bc764e092680:col20170824	Caa | Ka | Tzoigar	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	Puinabe. Familia Lingüística Macu-Cuinave	
urn:lsid:catalogueoflife.org:taxon:1aeb83da-5e17-11e7-8cee-bc764e092680:col20170824	Koto | Kutu | kotomonu	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	Quechua	
urn:lsid:catalogueoflife.org:taxon:1aeb83da-5e17-11e7-8cee-bc764e092680:col20170824	Chifrrú	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	Quimbaya	
urn:lsid:catalogueoflife.org:taxon:1aeb83da-5e17-11e7-8cee-bc764e092680:col20170824	Emú | ?ëmó	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	Siona. Familia Lingüística Tucano occidental	
urn:lsid:catalogueoflife.org:taxon:1aeb83da-5e17-11e7-8cee-bc764e092680:col20170824	Ljiya	Rodríguez-Mahecha. J. V.. Hernández-Camacho. J.. Defler. R.. Alberico. M.. Mast. R.. Mittermeier. R.. Cadena. A. (1995). Mamíferos colombianos: sus nombres comunes e indígenas. Occasional Papers in Coservation Biology 3. Conservation International. Santafé de Bogotá. 56 pp.	Tani-mika	
